"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",4,"[0, 3, 5, 6]"
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",4,"[0, 3, 5, 6]"
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",4,"[0, 3, 5, 6]"
"[1, 0, 0, 1, 0, 1, 1, 1, 0, 0]",5,"[0, 3, 5, 6, 7]"
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",4,"[0, 3, 5, 6]"
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",5,"[0, 3, 5, 6, 9]"
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",4,"[0, 3, 5, 6]"
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",4,"[0, 3, 5, 6]"
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",4,"[0, 3, 5, 6]"
"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0]",3,"[3, 5, 6]"
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",4,"[0, 3, 5, 6]"
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",4,"[0, 3, 5, 6]"
"[1, 0, 0, 1, 0, 0, 1, 0, 0, 0]",3,"[0, 3, 6]"
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",4,"[0, 3, 5, 6]"
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",4,"[0, 3, 5, 6]"
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",4,"[0, 3, 5, 6]"
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",4,"[0, 3, 5, 6]"
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",4,"[0, 3, 5, 6]"
"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0]",3,"[2, 5, 6]"
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",4,"[0, 3, 5, 6]"
