"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",5,"[1, 3, 6, 8, 9]"
"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",5,"[1, 3, 6, 8, 9]"
"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",5,"[1, 3, 6, 8, 9]"
"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",5,"[1, 3, 6, 8, 9]"
"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",5,"[1, 3, 6, 8, 9]"
"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",5,"[1, 3, 6, 8, 9]"
"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",5,"[1, 3, 6, 8, 9]"
"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",5,"[1, 3, 6, 8, 9]"
"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",5,"[1, 3, 6, 8, 9]"
"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",5,"[1, 3, 6, 8, 9]"
"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",5,"[1, 3, 6, 8, 9]"
"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",5,"[1, 3, 6, 8, 9]"
"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",5,"[1, 3, 6, 8, 9]"
"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",5,"[1, 3, 6, 8, 9]"
"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",5,"[1, 3, 6, 8, 9]"
"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",5,"[1, 3, 6, 8, 9]"
"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",5,"[1, 3, 6, 8, 9]"
"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",5,"[1, 3, 6, 8, 9]"
"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",5,"[1, 3, 6, 8, 9]"
"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",5,"[1, 3, 6, 8, 9]"
