gen,nevals,avg1,avg2,std1,std2,min1,min2,max1,max2
0,20,0.5409,4.9,0.12315311607913135,1.3000000000000003,0.267,3.0,0.7,8.0
1,12,0.6125000000000002,5.5,0.07721495969046413,1.857417562100671,0.35,2.0,0.7,10.0
2,13,0.66335,5.75,0.03824823525340744,1.5771810295587503,0.583,3.0,0.717,10.0
3,12,0.6908999999999998,5.8,0.025647417023942177,1.2884098726725126,0.65,5.0,0.717,10.0
4,10,0.7068000000000001,5.65,0.009912618221237006,0.7921489758877431,0.683,4.0,0.717,7.0
5,10,0.7153000000000002,6.05,0.005100000000000002,0.49749371855331015,0.7,5.0,0.717,7.0
6,12,0.7178000000000001,6.0,0.003487119154832541,0.31622776601683794,0.717,5.0,0.733,7.0
7,20,0.7210000000000001,5.75,0.0069282032302755165,0.4330127018922193,0.717,5.0,0.733,6.0
8,9,0.7242000000000001,5.4,0.007959899496852966,0.58309518948453,0.717,4.0,0.733,6.0
9,14,0.7030000000000002,4.8,0.08573214099741121,0.39999999999999997,0.383,4.0,0.733,5.0
10,8,0.7147000000000002,4.95,0.06335621516473343,0.58949130612758,0.45,4.0,0.733,7.0
11,11,0.7188500000000001,4.9,0.06167842005110053,0.4358898943540672,0.45,4.0,0.733,6.0
12,10,0.7138500000000001,4.6,0.053035153436187955,0.8602325267042626,0.533,3.0,0.733,6.0
13,12,0.7147000000000002,4.25,0.07617683374885044,0.6224949798994366,0.383,3.0,0.733,6.0
14,11,0.7288500000000002,4.15,0.018089430615693784,0.3570714214271423,0.65,4.0,0.733,5.0
15,8,0.7322000000000002,4.1,0.00348711915483254,0.4358898943540672,0.717,4.0,0.733,6.0
16,10,0.7122000000000002,3.9,0.09066509802564597,0.43588989435406755,0.317,2.0,0.733,4.0
17,13,0.7313500000000002,3.95,0.007192183256842118,0.21794494717703364,0.7,3.0,0.733,4.0
18,15,0.7330000000000002,4.1,2.220446049250313e-16,0.30000000000000004,0.733,4.0,0.733,5.0
19,9,0.7163500000000002,3.95,0.07257566740995221,0.21794494717703364,0.4,3.0,0.733,4.0
20,16,0.6922500000000001,3.95,0.1047882984879514,0.4974937185533101,0.367,3.0,0.733,5.0
