sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,label
0.4823857,0.6291457,0.6232246,0.632273,0.5835793,0.4314123,0.4824676,0.5216185,0.5794994,0
0.4788235,0.6291457,0.6232246,0.632273,0.5835793,0.3824925,0.4824676,0.5216185,0.5794994,0
0.4823857,0.539553,0.6232246,0.632273,0.5835793,0.4314123,0.4824676,0.3944193,0.4734646,0
0.4823857,0.539553,0.6232246,0.632273,0.5835793,0.4314123,0.4824676,0.5216185,0.4810148,0
0.4823857,0.567493,0.6232246,0.632273,0.5835793,0.4314123,0.4824676,0.3944193,0.5186044,0
0.4823857,0.6291457,0.6232246,0.632273,0.5879546,0.4314123,0.4824676,0.4669198,0.5794994,0
0.4823857,0.539553,0.6232246,0.632273,0.5835793,0.4314123,0.4824676,0.5216185,0.5229994,0
0.4823857,0.539553,0.6232246,0.632273,0.5835793,0.4314123,0.4824676,0.5216185,0.4810148,0
0.4823857,0.539553,0.6232246,0.632273,0.5835793,0.4314123,0.4824676,0.5216185,0.4730211,0
0.4823857,0.539553,0.6232246,0.632273,0.5835793,0.4314123,0.4824676,0.5216185,0.4810148,0
0.4823857,0.6291457,0.6912225,0.632273,0.6617948,0.4314123,0.4824676,0.3944193,0.5794994,1
0.4823857,0.6291457,0.6912225,0.6978874,0.6617948,0.4314123,0.4824676,0.5216185,0.5794994,1
0.4823857,0.6291457,0.6912225,0.6978874,0.6617948,0.4314123,0.4835814,0.5216185,0.5794994,1
0.4823857,0.6291457,0.6912225,0.6978874,0.6617948,0.4314123,0.586807,0.5216185,0.5794994,1
0.4823857,0.6291457,0.6912225,0.6738666,0.6617948,0.4314123,0.4824676,0.5016851,0.5794994,1
0.4823857,0.6291457,0.6912225,0.6978874,0.6617948,0.4314123,0.4824676,0.5216185,0.5794994,1
0.4823857,0.6291457,0.6912225,0.6978874,0.6617948,0.4314123,0.4914478,0.5216185,0.5794994,1
0.4823857,0.6291457,0.6912225,0.6400866,0.6617948,0.4314123,0.586807,0.5216185,0.5794994,1
0.4823857,0.6291457,0.6912225,0.6978874,0.6617948,0.4314123,0.4824676,0.5216185,0.5794994,1
0.4823857,0.6291457,0.6912225,0.6978874,0.6617948,0.4314123,0.5832044,0.5216185,0.5794994,1
0.4823857,0.6291457,0.6912225,0.6978874,0.6617948,0.4314123,0.4824676,0.5216185,0.5794994,2
0.3910264,0.539553,0.6232246,0.632273,0.6617948,0.4314123,0.4824676,0.4526594,0.5794994,2
0.3815583,0.539553,0.6232246,0.6325534,0.6617948,0.4314123,0.4824676,0.5216185,0.5794994,2
0.4822359,0.539553,0.6232246,0.632273,0.6617948,0.4314123,0.4824676,0.5216185,0.5794994,2
0.3835978,0.539553,0.6232246,0.632273,0.6617948,0.4314123,0.4824676,0.5216185,0.5794994,2
0.4822699,0.539553,0.6232246,0.632273,0.6617948,0.4314123,0.4824676,0.5216185,0.5794994,2
0.4288473,0.539553,0.6232246,0.632273,0.6617948,0.4314123,0.4824676,0.5216185,0.5794994,2
0.4066176,0.539553,0.6232246,0.632273,0.6617948,0.4314123,0.4824676,0.5216185,0.5794994,2
0.4006431,0.539553,0.6232246,0.632273,0.6617948,0.4314123,0.4824676,0.5216185,0.5794994,2
0.4823857,0.539553,0.6232246,0.632273,0.6300677,0.4314123,0.4824676,0.4229953,0.5794994,2
0.4823857,0.6291457,0.6232246,0.632273,0.5835793,0.4314123,0.4824676,0.3944193,0.472668,3
0.4823857,0.6291457,0.6232246,0.632273,0.5835793,0.4314123,0.4824676,0.3944193,0.472668,3
0.4823857,0.6291457,0.6912225,0.632273,0.5835793,0.4314123,0.4824676,0.3944193,0.472668,3
0.4823857,0.6291457,0.6232246,0.632273,0.5835793,0.4314123,0.4824676,0.3944193,0.472668,3
0.4823857,0.6291457,0.6912225,0.632273,0.5835793,0.4314123,0.4824676,0.3944193,0.472668,3
0.4823857,0.6291457,0.6912225,0.632273,0.5835793,0.4314123,0.4824676,0.3996623,0.472668,3
0.4823857,0.6291457,0.6912225,0.632273,0.5835793,0.4314123,0.4824676,0.3944193,0.472668,3
0.4823857,0.6291457,0.6912225,0.632273,0.5835793,0.4314123,0.4824676,0.3944193,0.472668,3
0.4823857,0.6291457,0.6232246,0.632273,0.5835793,0.4314123,0.4824676,0.4050848,0.472668,3
0.4823857,0.6291457,0.6232246,0.632273,0.5835793,0.4314123,0.4824676,0.3944193,0.472668,3
0.4823857,0.539553,0.6232246,0.632273,0.5835793,0.4314123,0.4824676,0.3944193,0.472668,4
0.4823857,0.539553,0.6232246,0.632273,0.5835793,0.396971,0.4824676,0.3944193,0.472668,4
0.3818153,0.5561491,0.6232246,0.632273,0.5835793,0.4314123,0.4824676,0.3944193,0.472668,4
0.4823857,0.6291457,0.6232246,0.632273,0.5835793,0.4314123,0.4824676,0.3944193,0.472668,4
0.4823857,0.6291457,0.6232246,0.632273,0.5835793,0.4314123,0.4824676,0.3944193,0.472668,4
0.4823857,0.6291457,0.6232246,0.632273,0.5835793,0.4314123,0.4824676,0.3944193,0.472668,4
0.4823857,0.6291457,0.6232246,0.632273,0.5835793,0.4314123,0.4824676,0.3944193,0.472668,4
0.4823857,0.539553,0.6232246,0.632273,0.5835793,0.4314123,0.4824676,0.3944193,0.472668,4
0.4823857,0.6291457,0.6232246,0.632273,0.5835793,0.4314123,0.4824676,0.3944193,0.472668,4
