sensor1,sensor2,sensor3,label
0.5412798,0.6714697,0.608512,0
0.5412798,0.5966573,0.5122731,0
0.5412798,0.5966573,0.608512,0
0.5412798,0.5966573,0.586794,0
0.5412798,0.6087432,0.608512,0
0.5412798,0.5966573,0.608512,0
0.5412798,0.5966573,0.5890101,0
0.5412798,0.5966573,0.5116335,0
0.5412798,0.5966573,0.5116335,0
0.5412798,0.5966573,0.586794,0
0.5412798,0.6714697,0.608512,1
0.5412798,0.6714697,0.608512,1
0.5412798,0.6714697,0.608512,1
0.5412798,0.6714697,0.608512,1
0.5412798,0.6250396,0.608512,1
0.5412798,0.6714697,0.608512,1
0.5412798,0.6714697,0.608512,1
0.5412798,0.6714697,0.608512,1
0.5412798,0.6714697,0.608512,1
0.5412798,0.6714697,0.608512,1
0.4209636,0.5966573,0.608512,2
0.4209636,0.5966573,0.608512,2
0.5412798,0.5966573,0.608512,2
0.4209636,0.5966573,0.608512,2
0.4209636,0.5966573,0.608512,2
0.4209636,0.5966573,0.608512,2
0.4209636,0.5966573,0.608512,2
0.5412798,0.5966573,0.608512,2
0.4209636,0.5966573,0.608512,2
0.4405824,0.5966573,0.608512,2
0.5412798,0.5966573,0.5116335,3
0.5412798,0.5966573,0.5116335,3
0.5412798,0.5966573,0.5116335,3
0.5412798,0.5966573,0.5116335,3
0.5412798,0.5966573,0.5116335,3
0.5412798,0.5966573,0.5116335,3
0.5412798,0.5966573,0.5116335,3
0.5412798,0.5966573,0.5116335,3
0.5412798,0.5966573,0.5116335,3
0.5412798,0.5966573,0.5116335,3
0.5412798,0.5966573,0.5116335,4
0.4209636,0.5966573,0.5116335,4
0.5412798,0.5966573,0.5116335,4
0.5412798,0.5966573,0.5116335,4
0.5412798,0.5966573,0.5116335,4
0.5412798,0.5966573,0.5116335,4
0.5412798,0.5966573,0.5116335,4
0.5412798,0.5966573,0.5116335,4
0.5412798,0.5966573,0.5116335,4
0.5412798,0.5966573,0.5116335,4
0.5412798,0.5966573,0.608512,5
0.5412798,0.5966573,0.608512,5
0.5412798,0.5966573,0.608512,5
0.5412798,0.5966573,0.608512,5
0.5412798,0.5966573,0.608512,5
0.5412798,0.5966573,0.608512,5
0.5412798,0.5966573,0.608512,5
0.5412798,0.5966573,0.608512,5
0.5412798,0.5966573,0.608512,5
0.5412798,0.5966573,0.608512,5
