sensor1,sensor2,sensor3,label
0.5273345,0.5617613,0.5399876,0
0.5273345,0.5617613,0.4433437,0
0.5273345,0.5617613,0.5399876,0
0.5273345,0.5617613,0.5399876,0
0.5273345,0.5617613,0.5399876,0
0.5273345,0.5617613,0.5399876,0
0.5273345,0.5617613,0.5399876,0
0.5273345,0.5617613,0.5399876,0
0.5273345,0.5617613,0.5399876,0
0.5273345,0.5617613,0.5369386,0
0.5273345,0.5617613,0.5399876,1
0.5273345,0.5632614,0.5399876,1
0.5273345,0.6456582,0.5399876,1
0.5273345,0.5617613,0.5399876,1
0.5273345,0.5617613,0.5399876,1
0.5273345,0.5618756,0.5399876,1
0.5273345,0.6456582,0.5399876,1
0.5273345,0.6456582,0.5399876,1
0.5273345,0.5686039,0.5399876,1
0.5273345,0.6456582,0.5399876,1
0.4021888,0.5617613,0.5399876,2
0.4021888,0.5617613,0.5399876,2
0.5273345,0.5617613,0.5399876,2
0.4207584,0.5617613,0.5399876,2
0.4264547,0.5617613,0.5399876,2
0.4021888,0.5617613,0.5399876,2
0.4021888,0.5617613,0.5399876,2
0.5273345,0.5617613,0.5399876,2
0.4021888,0.5617613,0.5399876,2
0.5273345,0.5617613,0.5399876,2
0.5273345,0.5617613,0.4195143,3
0.5273345,0.5617613,0.4195143,3
0.5273345,0.5617613,0.4195143,3
0.5273345,0.5617613,0.4195143,3
0.5273345,0.5617613,0.4195143,3
0.5273345,0.5617613,0.4195143,3
0.5273345,0.5617613,0.4195143,3
0.5273345,0.5617613,0.4195143,3
0.5273345,0.5617613,0.4195143,3
0.5273345,0.5617613,0.4195143,3
0.5273345,0.5617613,0.5399876,4
0.444032,0.5617613,0.5399876,4
0.5273345,0.5617613,0.5369378,4
0.5273345,0.5617613,0.5369378,4
0.5273345,0.5617613,0.5399876,4
0.5273345,0.5617613,0.5399876,4
0.5273345,0.5617613,0.5399876,4
0.5273345,0.5617613,0.5399876,4
0.5273345,0.5617613,0.5399876,4
0.5273345,0.5617613,0.5399876,4
0.5273345,0.5617613,0.5399876,5
0.5273345,0.5617613,0.5399876,5
0.5273345,0.5617613,0.5399876,5
0.5273345,0.5617613,0.5399876,5
0.5273345,0.5617613,0.5399876,5
0.5273345,0.5617613,0.5399876,5
0.5273345,0.5617613,0.5399876,5
0.5273345,0.5617613,0.5399876,5
0.5273345,0.5617613,0.5399876,5
0.5273345,0.5617613,0.5399876,5
