sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,label
0.4744912,0.6890268,0.6826751,0.6284805,0.4846914,0.530321,0.4686474,0.3418346,0.357545,0
0.4744912,0.6890268,0.6826751,0.5386811,0.4846914,0.530321,0.5478364,0.4500556,0.3558452,0
0.4744912,0.6202753,0.6826751,0.6284805,0.4846914,0.530321,0.4660919,0.4824445,0.3644045,0
0.4744912,0.6202753,0.6826751,0.6145657,0.4846914,0.530321,0.5746837,0.4824445,0.3558452,0
0.4744912,0.6238257,0.6826751,0.6284805,0.4846914,0.530321,0.4660919,0.3418346,0.3558452,0
0.4744912,0.6202753,0.6826751,0.5386811,0.4846914,0.530321,0.5746837,0.4824445,0.3558452,0
0.4744912,0.6202753,0.6826751,0.5419808,0.4846914,0.530321,0.5746837,0.4824445,0.3558452,0
0.4744912,0.6202753,0.6826751,0.5386811,0.4846914,0.530321,0.5746837,0.4805028,0.3558452,0
0.4744912,0.6202753,0.6826751,0.5386811,0.4846914,0.530321,0.5746837,0.4824445,0.3558452,0
0.4744912,0.6202753,0.6826751,0.5386811,0.4846914,0.530321,0.5746837,0.4824445,0.3558452,0
0.4744912,0.6890268,0.7355244,0.6284805,0.4846914,0.56541,0.5746837,0.3418346,0.3558452,1
0.4744912,0.6890268,0.7355244,0.6284805,0.4846914,0.5706685,0.5746837,0.3418346,0.3558452,1
0.4744912,0.6890268,0.7355244,0.6284805,0.4846914,0.6222924,0.5746837,0.3454055,0.3558452,1
0.4744912,0.6890268,0.7355244,0.6284805,0.4846914,0.6222924,0.5746837,0.4822188,0.3558452,1
0.4744912,0.6890268,0.7355244,0.6284805,0.4846914,0.5377364,0.5746837,0.3418346,0.3558452,1
0.4744912,0.6890268,0.7355244,0.6284805,0.4846914,0.6222924,0.5746837,0.3619933,0.3558452,1
0.4744912,0.6890268,0.7355244,0.6284805,0.4846914,0.6222924,0.5746837,0.4337719,0.3558452,1
0.4744912,0.6890268,0.7355244,0.6284805,0.4846914,0.6222924,0.5746837,0.346348,0.3558452,1
0.4744912,0.6890268,0.7355244,0.6284805,0.4846914,0.6222924,0.5746837,0.3610715,0.3558452,1
0.4744912,0.6890268,0.7355244,0.6284805,0.4846914,0.6222924,0.5746837,0.4824445,0.3558452,1
0.4744912,0.6890268,0.7355244,0.6284805,0.3522836,0.530321,0.5746837,0.3418346,0.4019759,2
0.4744912,0.6202753,0.6826751,0.6284805,0.4846914,0.530321,0.5182844,0.3418346,0.3558452,2
0.3854275,0.6202753,0.7355244,0.6284805,0.465036,0.530321,0.5746837,0.4824445,0.3558452,2
0.4744912,0.6203953,0.6826751,0.6284805,0.4846914,0.530321,0.5559505,0.3418346,0.3558452,2
0.4727581,0.6202753,0.7234479,0.6284805,0.4846914,0.530321,0.5746837,0.3418346,0.3558452,2
0.4744912,0.6202753,0.7234479,0.6284805,0.4846914,0.530321,0.5746837,0.3418346,0.3558452,2
0.4744912,0.6202753,0.7355244,0.6284805,0.4846914,0.530321,0.5746837,0.3418346,0.3558452,2
0.412541,0.6202753,0.6826751,0.6284805,0.4846914,0.530321,0.5746837,0.3418346,0.3558452,2
0.4725596,0.6202753,0.6875994,0.6284805,0.4846914,0.530321,0.5746837,0.3461268,0.3558452,2
0.4744912,0.6202753,0.6826751,0.6284805,0.4846914,0.530321,0.4692924,0.3418346,0.3558452,2
0.4744912,0.6890268,0.6826751,0.6151973,0.4846914,0.530321,0.4660919,0.3452815,0.3558452,3
0.4744912,0.6890268,0.6826751,0.6151973,0.4846914,0.530321,0.4660919,0.3452815,0.3558452,3
0.4744912,0.6890268,0.7355244,0.6284805,0.4846914,0.5319214,0.4660919,0.4824445,0.3558452,3
0.4744912,0.6890268,0.6826751,0.5386811,0.4846914,0.530321,0.4660919,0.3418346,0.4584462,3
0.4744912,0.6890268,0.6826751,0.6284805,0.4846914,0.530321,0.4660919,0.4824445,0.3558452,3
0.4744912,0.6890268,0.6826751,0.6284805,0.4846914,0.530321,0.4660919,0.4824445,0.3558452,3
0.4744912,0.6890268,0.6826751,0.5530394,0.4846914,0.530321,0.4660919,0.4123055,0.3558452,3
0.4744912,0.6890268,0.722464,0.6284805,0.4846914,0.530321,0.4660919,0.4824445,0.3558452,3
0.4744912,0.6890268,0.6826751,0.6282194,0.4846914,0.530321,0.4660919,0.3418346,0.3585148,3
0.4744912,0.6890268,0.6826751,0.6284805,0.4846914,0.530321,0.4660919,0.3418346,0.355939,3
0.4744912,0.6202753,0.6826751,0.6284805,0.4658308,0.530321,0.4660919,0.4824445,0.3558452,4
0.4744912,0.6202753,0.6826751,0.5701261,0.3522836,0.530321,0.4660919,0.4824445,0.3558452,4
0.4744912,0.6202753,0.6826751,0.5530394,0.4846914,0.530321,0.4660919,0.4824445,0.3558452,4
0.3854275,0.6202753,0.6826751,0.5530394,0.4846914,0.530321,0.5265369,0.4824445,0.3558452,4
0.47402,0.6202753,0.6826751,0.5641905,0.4846914,0.530321,0.4660919,0.4824445,0.3558452,4
0.4744912,0.6202753,0.6826751,0.5530394,0.4846914,0.530321,0.4660919,0.4824445,0.3558452,4
0.4744912,0.6202753,0.6826751,0.5419808,0.4846914,0.530321,0.4690913,0.4824445,0.3558452,4
0.4744912,0.6202753,0.6826751,0.5419808,0.4846914,0.530321,0.4660919,0.4824445,0.3558452,4
0.4744912,0.6202753,0.6826751,0.6085967,0.4846914,0.530321,0.4660919,0.4824445,0.3558452,4
