"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",3,"[5, 7, 11]"
"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",3,"[5, 7, 11]"
"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",3,"[5, 7, 11]"
"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",3,"[5, 7, 11]"
"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",3,"[5, 7, 11]"
"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",3,"[5, 7, 11]"
"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",3,"[5, 7, 11]"
"[0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1]",5,"[4, 5, 7, 8, 11]"
"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",3,"[5, 7, 11]"
"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",3,"[5, 7, 11]"
"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",3,"[5, 7, 11]"
"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",3,"[5, 7, 11]"
"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",3,"[5, 7, 11]"
"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",4,"[0, 5, 7, 11]"
"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",3,"[5, 7, 11]"
"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",3,"[5, 7, 11]"
"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",3,"[5, 7, 11]"
"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",3,"[5, 7, 11]"
"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",3,"[5, 7, 11]"
"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",3,"[5, 7, 11]"
