sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,label
0.6503175,0.5611469,0.6301059,0.4907371,0.440216,0.5015101,0
0.6503175,0.5611469,0.6301059,0.4907371,0.440216,0.4748352,0
0.6503175,0.5611469,0.6301059,0.4907371,0.440216,0.4744217,0
0.6503175,0.5611469,0.6301059,0.4907371,0.440216,0.3677366,0
0.6503175,0.5611469,0.6301059,0.4907371,0.440216,0.3677366,0
0.6503175,0.5611469,0.6301059,0.4907371,0.440216,0.3677366,0
0.7113162,0.5611469,0.6301059,0.4907371,0.440216,0.3677366,0
0.6503175,0.5611469,0.6301059,0.4907371,0.440216,0.4748352,0
0.6503175,0.5611469,0.5408885,0.4907371,0.440216,0.3677366,0
0.7113162,0.5611469,0.6301059,0.4907371,0.440216,0.3677366,0
0.7113162,0.5611469,0.6301059,0.4907371,0.4752961,0.5015101,1
0.7113162,0.5611469,0.6301059,0.4907371,0.4497153,0.5015101,1
0.7113162,0.5611469,0.6301059,0.4907371,0.440216,0.5015101,1
0.7113162,0.5611469,0.6301059,0.4907371,0.440216,0.5015101,1
0.7113162,0.5611469,0.6301059,0.4907371,0.440216,0.5015101,1
0.7113162,0.5611469,0.6301059,0.4907371,0.4436135,0.5015101,1
0.7113162,0.5611469,0.6301059,0.4907371,0.440216,0.5015101,1
0.7113162,0.5611469,0.6301059,0.4907371,0.440216,0.370593,1
0.7113162,0.5611469,0.6301059,0.4907371,0.4485962,0.5015101,1
0.7113162,0.5611469,0.6301059,0.4907371,0.440216,0.5015101,1
0.6503175,0.4479359,0.6301059,0.3805208,0.440216,0.5015101,2
0.6503175,0.4479359,0.6301059,0.4907371,0.440216,0.4744217,2
0.6503175,0.4479359,0.6301059,0.4747862,0.440216,0.5015101,2
0.6503175,0.4479359,0.6301059,0.4907371,0.440216,0.5015101,2
0.6503175,0.4479359,0.6301059,0.4656541,0.440216,0.4748352,2
0.6503175,0.4480398,0.6301059,0.4747909,0.440216,0.4001254,2
0.6503175,0.4499483,0.6301059,0.3805208,0.440216,0.4847475,2
0.6503175,0.4479359,0.6301059,0.4907371,0.440216,0.4748352,2
0.6503175,0.4479359,0.6301059,0.3592374,0.440216,0.5015101,2
0.6503175,0.4479359,0.6301059,0.4907371,0.440216,0.4002133,2
0.6503175,0.5611469,0.5408524,0.4907371,0.440216,0.3677366,3
0.6503175,0.5611469,0.5408524,0.4907371,0.440216,0.3677366,3
0.7113162,0.5611469,0.5408524,0.4907371,0.440216,0.3677366,3
0.6503175,0.5611469,0.5408524,0.4907371,0.440216,0.3728252,3
0.6503175,0.5611469,0.5408524,0.4907371,0.440216,0.3677366,3
0.6503175,0.5611469,0.5408524,0.4907371,0.440216,0.3677366,3
0.6503175,0.5611469,0.5408524,0.4907371,0.440216,0.3677366,3
0.6503175,0.5611469,0.5408524,0.4907371,0.440216,0.3677366,3
0.6503175,0.5611469,0.5408524,0.4907371,0.440216,0.3677366,3
0.6503175,0.5611469,0.5408524,0.4907371,0.440216,0.3677508,3
0.6503175,0.4479359,0.5408524,0.4907371,0.440216,0.4748352,4
0.6503175,0.4479359,0.5408524,0.4907371,0.440216,0.385681,4
0.6503175,0.5611469,0.5408524,0.4907371,0.440216,0.385681,4
0.6503175,0.5611469,0.5408524,0.4907371,0.440216,0.385681,4
0.6503175,0.5611469,0.5408524,0.4907371,0.440216,0.385681,4
0.6503175,0.5611469,0.5408524,0.4907371,0.440216,0.4748352,4
0.6503175,0.5611469,0.5408524,0.4907371,0.440216,0.385681,4
0.6503175,0.5611469,0.5408524,0.3533154,0.440216,0.5015101,4
0.6503175,0.5611469,0.5408524,0.4907371,0.440216,0.385681,4
0.6503175,0.5611469,0.5408524,0.4907371,0.440216,0.5015101,4
0.6503175,0.5611469,0.6301059,0.4907371,0.440216,0.5015101,5
0.6503175,0.5611469,0.6300004,0.4907371,0.440216,0.5015101,5
0.6503175,0.5611469,0.6301059,0.4907371,0.440216,0.5015101,5
0.6503175,0.5611469,0.6301059,0.4907371,0.440216,0.5015101,5
0.6503175,0.5611469,0.5791088,0.4907371,0.440216,0.5015101,5
0.6503175,0.5611469,0.6301059,0.4907371,0.440216,0.5015101,5
0.6503175,0.5611469,0.6301059,0.4907371,0.440216,0.5015101,5
0.6503175,0.5611469,0.6301059,0.4907371,0.440216,0.5015101,5
0.6503175,0.5611469,0.6301059,0.4907371,0.440216,0.5015101,5
0.6503175,0.5611469,0.6300004,0.4907371,0.440216,0.5015101,5
