sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,label
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.6298151,0.5769845,0.5040809,0
0.4209327,0.4985639,0.4364264,0.4680512,0.5078972,0.5340187,0.6298151,0.5769845,0.3767966,0
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5404493,0.4692628,0.3725442,0
0.4209548,0.3632454,0.4589581,0.5732521,0.6057306,0.6250238,0.5404493,0.5769845,0.4177811,0
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5643665,0.4692628,0.3725442,0
0.4209548,0.3631833,0.4364264,0.550956,0.5299224,0.5340187,0.6298151,0.5769845,0.3849195,0
0.4209548,0.3887881,0.4589424,0.5732521,0.6057306,0.6250238,0.5404493,0.5769845,0.5040809,0
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5748219,0.5769845,0.5040809,0
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5432174,0.5769845,0.5040809,0
0.4154425,0.3631833,0.5247558,0.5732521,0.6057306,0.6250238,0.5404493,0.5769845,0.5040809,0
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.6298151,0.5769845,0.3711828,1
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.6298151,0.5769845,0.5040809,1
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.6298151,0.5769845,0.5040809,1
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.6298151,0.5769845,0.5040809,1
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.6298151,0.5769845,0.5040809,1
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.6298151,0.5769845,0.5040809,1
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.6298151,0.5769845,0.5040809,1
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.6298151,0.5769845,0.5040809,1
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.6298151,0.5769845,0.5040809,1
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.6298151,0.5769845,0.5040809,1
0.4165518,0.3731424,0.5378982,0.5732521,0.6057306,0.6250238,0.6298151,0.5769845,0.5040809,2
0.4209548,0.3733619,0.4364264,0.4655819,0.6057306,0.6250238,0.6298151,0.5769845,0.5040809,2
0.4209548,0.3631833,0.4364264,0.4641346,0.6057306,0.6250238,0.6298151,0.5769845,0.5040809,2
0.4209548,0.4985639,0.5525369,0.4641346,0.6057306,0.6250238,0.6298151,0.5769845,0.5040809,2
0.4209548,0.3631833,0.4364264,0.4641346,0.6057306,0.6250238,0.6298151,0.5769845,0.5040809,2
0.4209548,0.3631833,0.4364264,0.5127687,0.6057306,0.6250238,0.6298151,0.5769845,0.5040809,2
0.4209548,0.3631833,0.4364264,0.5353004,0.6057306,0.6250238,0.6298151,0.5769845,0.5040809,2
0.4209548,0.3631833,0.4364264,0.4641346,0.5583091,0.6250238,0.6298151,0.5769845,0.5040809,2
0.4209548,0.3631833,0.4364264,0.4641346,0.6057306,0.6250238,0.6298151,0.5769845,0.5040809,2
0.4209548,0.4985639,0.5525369,0.4645138,0.6057306,0.6250238,0.6298151,0.5769845,0.5040809,2
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5404493,0.4692628,0.3711828,3
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5404493,0.4692628,0.3711828,3
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5404493,0.4692628,0.3711828,3
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5404493,0.4692628,0.3711828,3
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5404493,0.4692628,0.3763462,3
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5404493,0.4692628,0.3711828,3
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5404493,0.4692628,0.3763462,3
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5404493,0.4692628,0.3711828,3
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5404493,0.4692628,0.3711828,3
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5404493,0.4692628,0.3711828,3
0.4209548,0.4985639,0.4364264,0.5732521,0.6057306,0.6250238,0.5404493,0.4692628,0.4142865,4
0.4209548,0.4985639,0.4364264,0.5732521,0.6057306,0.6250238,0.5404493,0.4692628,0.4267963,4
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5404493,0.4692628,0.3711828,4
0.4209548,0.4985639,0.5525369,0.4641346,0.6057306,0.6250238,0.5404493,0.4692628,0.3711828,4
0.4209548,0.4985639,0.5525369,0.4641346,0.6057306,0.6250238,0.5404493,0.4692628,0.3725442,4
0.4209548,0.4985639,0.5525369,0.4641346,0.6057306,0.6250238,0.5404493,0.4692628,0.4267963,4
0.4209548,0.4985639,0.5525369,0.4752203,0.5882455,0.6250238,0.5404493,0.4692628,0.3722489,4
0.4209548,0.3631833,0.5525369,0.5732521,0.6057306,0.6250238,0.5404493,0.4692628,0.5040809,4
0.4209548,0.4985639,0.5525369,0.5732521,0.5078972,0.6250238,0.5404493,0.4692628,0.3725442,4
0.4209548,0.4985639,0.5525369,0.4641346,0.6057306,0.6250238,0.5404493,0.4692628,0.4142865,4
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5445305,0.5769845,0.5040809,5
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5404493,0.5769845,0.5040809,5
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5404493,0.5769845,0.5040809,5
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5404493,0.5769845,0.5040809,5
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5404493,0.5769845,0.5040809,5
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5454389,0.5769845,0.5040809,5
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5454389,0.5769845,0.5040809,5
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5440979,0.5769845,0.5040809,5
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5417991,0.5769845,0.5040809,5
0.4209548,0.4985639,0.5525369,0.5732521,0.6057306,0.6250238,0.5404493,0.5769845,0.5040809,5
