sensor1,sensor2,sensor3,sensor4,sensor5,label
0.6299596,0.6275336,0.7228745,0.4406028,0.4821042,0
0.6299596,0.6275336,0.6659424,0.4955921,0.4821042,0
0.6299596,0.6275336,0.7228745,0.3591448,0.3411796,0
0.6299596,0.6275336,0.7228745,0.3789951,0.4821042,0
0.6299596,0.6275336,0.7228745,0.3653888,0.3411796,0
0.6299596,0.6275336,0.6659424,0.3591448,0.341521,0
0.6299596,0.6275336,0.7228745,0.3591448,0.3411796,0
0.6299596,0.6275336,0.7228745,0.3591448,0.3411796,0
0.6299596,0.6275336,0.7228745,0.3591448,0.3411796,0
0.6299596,0.6275336,0.7228745,0.3687904,0.3411796,0
0.6299596,0.6275336,0.7228745,0.4955921,0.3411796,1
0.6299596,0.6275336,0.7228745,0.4955921,0.4821042,1
0.6299596,0.6275336,0.7228745,0.4955921,0.4821042,1
0.6299596,0.6275336,0.7228745,0.4955921,0.3411796,1
0.6299596,0.6275336,0.7228745,0.4781587,0.3411796,1
0.6299596,0.6275336,0.7228745,0.4955921,0.4814427,1
0.6299596,0.6275336,0.7228745,0.4955921,0.4170558,1
0.6299596,0.6275336,0.7228745,0.4955921,0.3411796,1
0.6299596,0.6275336,0.7228745,0.4955921,0.3515731,1
0.6299596,0.6275336,0.7228745,0.4955921,0.4821042,1
0.5406452,0.6275336,0.6659424,0.3591448,0.3688648,2
0.5406452,0.6275336,0.6659424,0.3591448,0.3411796,2
0.5406452,0.6275336,0.6659424,0.3591448,0.4821042,2
0.5406452,0.6275336,0.6659424,0.3591448,0.3411796,2
0.5406452,0.6275336,0.6659424,0.3591448,0.3411796,2
0.5406452,0.6275336,0.6659424,0.3591448,0.3411796,2
0.5406452,0.6275336,0.6659424,0.3591448,0.3411796,2
0.5406452,0.6275336,0.6659424,0.3591448,0.3411796,2
0.5406452,0.6275336,0.6659424,0.3591448,0.3411796,2
0.5406452,0.6275336,0.6659424,0.3695849,0.3411796,2
0.6299596,0.537371,0.7228745,0.4955921,0.3411796,3
0.6299596,0.537371,0.7228745,0.4363795,0.3411796,3
0.6299596,0.537371,0.7228745,0.4955921,0.3411796,3
0.6299596,0.537371,0.6659424,0.3595615,0.4530557,3
0.6299596,0.537371,0.7228745,0.4955921,0.3411796,3
0.6299596,0.537371,0.7228745,0.4955921,0.3411796,3
0.6299596,0.537371,0.7228745,0.4013477,0.3411796,3
0.6299596,0.537371,0.7228745,0.4955921,0.3411796,3
0.6299596,0.537371,0.7228745,0.4363795,0.3411796,3
0.6299596,0.537371,0.7174097,0.3650502,0.3926199,3
0.5406452,0.537371,0.6659424,0.4955921,0.3411796,4
0.5406452,0.537371,0.6659424,0.4955921,0.3411796,4
0.5406452,0.537371,0.6659424,0.4955921,0.3411796,4
0.5516833,0.537371,0.6659424,0.4955921,0.3411796,4
0.5516833,0.537371,0.6659424,0.4955921,0.3411796,4
0.5531107,0.537371,0.6659424,0.4955921,0.3411796,4
0.5531107,0.537371,0.6659424,0.4955921,0.3411796,4
0.5406452,0.537371,0.6659424,0.4955921,0.3743708,4
0.5516833,0.537371,0.6659424,0.4955921,0.3411796,4
0.5410923,0.537371,0.6659424,0.4955921,0.3743708,4
0.5406452,0.6275336,0.6659424,0.3624008,0.4821042,5
0.5406452,0.5460941,0.6659424,0.4363795,0.4821042,5
0.5406452,0.5749916,0.6659424,0.4419564,0.4821042,5
0.5406452,0.6275336,0.6659424,0.4955921,0.4821042,5
0.5406452,0.537622,0.6659424,0.4955921,0.4821042,5
0.5406452,0.5929215,0.6659424,0.4955921,0.4821042,5
0.5406452,0.5929215,0.6659424,0.4955921,0.4821042,5
0.5406452,0.5848146,0.6659424,0.4955921,0.4821042,5
0.5406452,0.6275336,0.6659424,0.4955921,0.4821042,5
0.5406452,0.5460941,0.6659424,0.4821305,0.4821042,5
