sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,label
0.4597533,0.6869028,0.6062749,0.5437673,0.447252,0.5221781,0.4499066,0.3283024,0.4445073,0
0.310967,0.6869028,0.6062749,0.5437673,0.2940346,0.5221781,0.2974224,0.4723592,0.3498869,0
0.310967,0.6869028,0.6062749,0.5437673,0.3224869,0.5221781,0.2974224,0.3943125,0.4445073,0
0.3278666,0.6869028,0.6062749,0.5437673,0.2940346,0.5221781,0.2974224,0.4723592,0.4328282,0
0.310967,0.6869028,0.6062749,0.5437673,0.447252,0.5221781,0.4499066,0.4372249,0.4328282,0
0.310967,0.6869028,0.6062749,0.5437673,0.2940346,0.5221781,0.2974224,0.4723592,0.3677818,0
0.310967,0.710882,0.6062749,0.5437673,0.447252,0.5221781,0.3277354,0.4612037,0.2971993,0
0.310967,0.6869028,0.6062749,0.5437673,0.447252,0.5221781,0.4178937,0.3920921,0.4445073,0
0.310967,0.6869028,0.6062749,0.5437673,0.447252,0.5221781,0.4499066,0.4723592,0.4445073,0
0.310967,0.7383118,0.6062749,0.5437673,0.447252,0.5221781,0.4499066,0.4344337,0.4445073,0
0.310967,0.7383118,0.6062749,0.5437673,0.447252,0.5221781,0.4499066,0.3283024,0.4445073,1
0.310967,0.7383118,0.6062749,0.5437673,0.447252,0.5221781,0.4499066,0.3283024,0.4445073,1
0.310967,0.7383118,0.6062749,0.5437673,0.447252,0.5221781,0.4499066,0.3283024,0.4445073,1
0.310967,0.7383118,0.6062749,0.5437673,0.447252,0.5221781,0.4499066,0.3283024,0.4328282,1
0.310967,0.7383118,0.6062749,0.5437673,0.447252,0.5221781,0.4499066,0.3447516,0.4445073,1
0.310967,0.7383118,0.6062749,0.5437673,0.447252,0.5221781,0.4499066,0.3283024,0.4445073,1
0.310967,0.7383118,0.6062749,0.5437673,0.447252,0.5221781,0.4499066,0.3283024,0.4445073,1
0.3754448,0.7383118,0.6062749,0.5437673,0.447252,0.5221781,0.4499066,0.3310901,0.3364349,1
0.310967,0.7383118,0.6062749,0.5437673,0.447252,0.5221781,0.4499066,0.3283024,0.4445073,1
0.3115875,0.7383118,0.6062749,0.5437673,0.447252,0.5221781,0.4499066,0.3283024,0.4445073,1
0.310967,0.6869028,0.6062749,0.424346,0.447252,0.5221781,0.4499066,0.3283024,0.4445073,2
0.310967,0.6869028,0.6062749,0.424346,0.447252,0.5221781,0.4499066,0.3283024,0.4015612,2
0.3934221,0.6869028,0.6062749,0.424346,0.447252,0.5221781,0.4499066,0.3283024,0.4445073,2
0.310967,0.6869028,0.6062749,0.466753,0.447252,0.5221781,0.4499066,0.3283024,0.4445073,2
0.310967,0.6869028,0.6062749,0.424346,0.447252,0.5221781,0.4499066,0.3283024,0.4015612,2
0.310967,0.6869028,0.6062749,0.424346,0.447252,0.5221781,0.4499066,0.3283024,0.2911661,2
0.310967,0.6869028,0.6062749,0.424346,0.447252,0.5221781,0.4499066,0.3283024,0.3677818,2
0.310967,0.6869028,0.6062749,0.424346,0.447252,0.5221781,0.4499066,0.3283024,0.4445073,2
0.310967,0.6869028,0.6062749,0.424346,0.447252,0.5221781,0.4499066,0.3283024,0.4328282,2
0.310967,0.6869028,0.6062749,0.4681751,0.447252,0.5221781,0.4499066,0.3283024,0.437309,2
0.3143865,0.6898773,0.6062749,0.5437673,0.447252,0.3952173,0.4499066,0.3283024,0.4445073,3
0.3975274,0.6869028,0.5512299,0.5437673,0.447252,0.3952173,0.4499066,0.3283024,0.4445073,3
0.310967,0.7383118,0.6062749,0.5437673,0.447252,0.3952173,0.4499066,0.4723592,0.4196988,3
0.4597533,0.6869028,0.5087522,0.5437673,0.447252,0.4296869,0.4499066,0.3283024,0.4445073,3
0.310967,0.7383118,0.6062749,0.5437673,0.447252,0.3952173,0.4499066,0.331687,0.4445073,3
0.3143865,0.6898773,0.6062749,0.5437673,0.447252,0.3952173,0.4499066,0.3283024,0.4445073,3
0.310967,0.6905218,0.6062749,0.5437673,0.447252,0.3952173,0.4499066,0.33057,0.4445073,3
0.310967,0.7383118,0.6062749,0.5437673,0.447252,0.3952173,0.4499066,0.331687,0.4445073,3
0.310967,0.6898773,0.6062749,0.5437673,0.447252,0.3952173,0.4499066,0.3291244,0.4445073,3
0.4450295,0.6869028,0.5662627,0.5437673,0.447252,0.4296869,0.4499066,0.3283024,0.4445073,3
0.310967,0.6869028,0.6062749,0.5437673,0.447252,0.5221781,0.4499066,0.3923659,0.4445073,4
