sensor1,sensor2,sensor3,label
0.5273345,0.5617613,0.4661196,0
0.5273345,0.5617613,0.4661196,0
0.5273345,0.5617613,0.3207341,0
0.5273345,0.5617613,0.3650587,0
0.5273345,0.5617613,0.3197487,0
0.5273345,0.5617613,0.3197487,0
0.5273345,0.5617613,0.3197487,0
0.5273345,0.5617613,0.3197487,0
0.5273345,0.5617613,0.3197487,0
0.5273345,0.5617613,0.3197487,0
0.5273345,0.5617613,0.3197487,1
0.5273345,0.5631517,0.328228,1
0.5273345,0.6456582,0.3566905,1
0.5273345,0.5617613,0.3197487,1
0.5273345,0.5617613,0.3197487,1
0.5273345,0.5618756,0.3242493,1
0.5273345,0.6456582,0.3199207,1
0.5273345,0.6456582,0.3197487,1
0.5273345,0.5686039,0.3197487,1
0.5273345,0.6456582,0.4661196,1
0.4021888,0.5617613,0.3228182,2
0.4021888,0.5617613,0.3197487,2
0.5273345,0.5617613,0.4661196,2
0.4207584,0.5617613,0.3228182,2
0.4264547,0.5617613,0.3197487,2
0.4021888,0.5617613,0.3197487,2
0.4021888,0.5617613,0.3197487,2
0.5273345,0.5617613,0.3197487,2
0.4021888,0.5617613,0.3197487,2
0.5273345,0.5617613,0.3197487,2
0.5273345,0.5617613,0.3247872,3
0.5273345,0.5617613,0.4121701,3
0.5273345,0.5617613,0.3197487,3
0.5273345,0.5617613,0.4661196,3
0.5273345,0.5617613,0.3197487,3
0.5273345,0.5617613,0.3333892,3
0.5273345,0.5617613,0.3197487,3
0.5273345,0.5617613,0.3197487,3
0.5273345,0.5617613,0.3197487,3
0.5273345,0.5617613,0.4661196,3
0.5273345,0.5617613,0.3276655,4
0.444032,0.5617613,0.3197487,4
0.5273345,0.5617613,0.3197487,4
0.5273345,0.5617613,0.3197487,4
0.5273345,0.5617613,0.3197487,4
0.5273345,0.5617613,0.3276655,4
0.5273345,0.5617613,0.3197487,4
0.5273345,0.5617613,0.4038591,4
0.5273345,0.5617613,0.3197487,4
0.5273345,0.5617613,0.4136125,4
0.5273345,0.5617613,0.4661196,5
0.5273345,0.5617613,0.4661196,5
0.5273345,0.5617613,0.4661196,5
0.5273345,0.5617613,0.4661196,5
0.5273345,0.5617613,0.4661196,5
0.5273345,0.5617613,0.4661196,5
0.5273345,0.5617613,0.4661196,5
0.5273345,0.5617613,0.4661196,5
0.5273345,0.5617613,0.4661196,5
0.5273345,0.5617613,0.4661196,5
