sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,sensor22,sensor23,sensor24,time
0.6285489,0.6518173,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5629986,0.5609069,0.5356158,0.4314145,0.5484444,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.3400479,0.3520108,0.3490047,0.3707713,0.3733333
0.6285489,0.5983605,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5058068,0.5609069,0.5356158,0.4314145,0.5484444,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.3465185,0.3520108,0.3490047,0.3707713,0.5735956
0.6285489,0.5983605,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5522171,0.5609069,0.5356158,0.4314145,0.5484444,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.3465185,0.3520108,0.3490047,0.3707713,0.7735859
0.6285489,0.5983605,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5522171,0.5609069,0.5356158,0.4314145,0.5484444,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.3465185,0.3520108,0.3490047,0.3707713,0.9739973
0.6285489,0.5983605,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5522171,0.5609069,0.5356158,0.4314145,0.5484444,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.3465185,0.3520108,0.3490047,0.3707713,1.174023
0.6285489,0.5983605,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5058068,0.5609069,0.5356158,0.4314145,0.5484444,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.3465185,0.3520108,0.3490047,0.3707713,1.374023
0.6285489,0.5983605,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5058068,0.5609069,0.5356158,0.4314145,0.5484444,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.3465185,0.3520108,0.3490047,0.3707713,1.574024
0.6285489,0.6229383,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5058068,0.5609069,0.5356158,0.4314145,0.5484444,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.3465185,0.3520108,0.3490047,0.3707713,1.774025
0.6285489,0.6516716,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5522171,0.5609069,0.5356158,0.4314145,0.5484444,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.368687,0.3520108,0.3490047,0.4024798,1.974025
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5759349,0.5609069,0.5356158,0.4314145,0.466953,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.453895,0.3520108,0.3490047,0.4706112,2.174146
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.538496,0.6169727,0.5908623,0.5663875,0.4782891,0.4916054,0.5609069,0.5356158,0.4314145,0.4335128,0.5316289,0.5069434,0.3899824,0.5091667,0.5008132,0.4746012,0.3520108,0.4269162,0.4726265,2.374146
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.4858796,0.5818953,0.5609069,0.5356158,0.4314145,0.4458597,0.5316289,0.5069434,0.3899824,0.3917856,0.5008132,0.4746012,0.3520108,0.4604393,0.4726265,2.574148
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5837117,0.5818953,0.5609069,0.5356158,0.5331721,0.5484444,0.5316289,0.5069434,0.3899824,0.3890781,0.5008132,0.4746012,0.3520108,0.3490047,0.4726265,2.774193
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5837117,0.5818953,0.5609069,0.5356158,0.5485663,0.5484444,0.5316289,0.5069434,0.5183116,0.5174513,0.5008132,0.4746012,0.3521358,0.3516302,0.4726265,2.974192
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5837117,0.5818953,0.5609069,0.5356158,0.5485663,0.5484444,0.5316289,0.5069434,0.5183116,0.5174513,0.5008132,0.4746012,0.4902494,0.4867513,0.4726265,3.17426
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5837117,0.5818953,0.5609069,0.5356158,0.5485663,0.5484444,0.5316289,0.5069434,0.5183116,0.5174513,0.5008132,0.4746012,0.4902494,0.4867513,0.4726265,3.374254
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5837117,0.5818953,0.5609069,0.5356158,0.5485663,0.5484444,0.5316289,0.5069434,0.5183116,0.5174513,0.5008132,0.4746012,0.4902494,0.4867513,0.4726265,3.574261
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5837117,0.5818953,0.5609069,0.5356158,0.5485663,0.5484444,0.5316289,0.5069434,0.5183116,0.5174513,0.5008132,0.4746012,0.4902494,0.4867513,0.4726265,3.774261
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5837117,0.5818953,0.5609069,0.5356158,0.5485663,0.5484444,0.5316289,0.5069434,0.5183116,0.5174513,0.5008132,0.4746012,0.4902494,0.4867513,0.4726265,3.974262
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5837117,0.5818953,0.5609069,0.5356158,0.5485663,0.5484444,0.5316289,0.5069434,0.5183116,0.5174513,0.5008132,0.4746012,0.4902494,0.4867513,0.4726265,4.174262
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5837117,0.5818953,0.5609069,0.5356158,0.5485663,0.5484444,0.5316289,0.5069434,0.5183116,0.5174513,0.5008132,0.4746012,0.3695541,0.3490047,0.4726265,4.374263
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5837117,0.5818953,0.5609069,0.5356158,0.5483028,0.519615,0.5316289,0.5069434,0.3906074,0.3890781,0.5008132,0.4746012,0.352149,0.3490047,0.4726265,4.574265
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.4783379,0.5818953,0.5609069,0.5356158,0.4314145,0.4308129,0.5316289,0.5069434,0.3899824,0.3890781,0.5008132,0.4746012,0.3522518,0.4334168,0.4726265,4.774265
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.5444562,0.6169727,0.5908623,0.5663875,0.4782891,0.5762709,0.5609069,0.5356158,0.4314145,0.4608561,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4746012,0.3520108,0.4861513,0.4726265,4.974266
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5818953,0.5609069,0.5232731,0.4314145,0.5419117,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4744793,0.3520108,0.4565426,0.4726265,5.174258
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.566295,0.4782891,0.5818953,0.5609069,0.5232731,0.4314145,0.5484444,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4681143,0.3520108,0.427637,0.4726265,5.374266
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.566295,0.4782891,0.5818953,0.5609069,0.4610951,0.4314145,0.5484444,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4681143,0.3520108,0.4243262,0.4726265,5.574283
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5818953,0.5609069,0.5075315,0.4314145,0.5484444,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4681143,0.3520108,0.4565426,0.4726265,5.774268
0.6285489,0.6518173,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5818953,0.5609069,0.5341344,0.4314145,0.5484444,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4681143,0.3520108,0.4243262,0.4726265,5.974285
0.6285489,0.5981928,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5818953,0.5609069,0.5354593,0.4314145,0.5484444,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4681143,0.3520108,0.4236037,0.4726265,6.174272
0.6285489,0.6102697,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5818953,0.5609069,0.5356019,0.4314145,0.5430334,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4570735,0.3520108,0.3736151,0.4726265,6.374272
0.6285489,0.5981928,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5818953,0.5609069,0.5356158,0.4314145,0.5430334,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.453895,0.3520108,0.3736151,0.4726265,6.5745
0.6285489,0.5981928,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5759349,0.5609069,0.5356158,0.4314145,0.5280552,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4324132,0.3520108,0.3660506,0.4726265,6.774502
0.6285489,0.5981928,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5759349,0.5609069,0.5356158,0.4314145,0.5280552,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4324132,0.3520108,0.3660506,0.4726265,6.974959
0.6285489,0.5981928,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5759349,0.5609069,0.5356158,0.4314145,0.5280552,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4324132,0.3520108,0.3660506,0.4726265,7.174961
0.6285489,0.5981928,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5759349,0.5609069,0.5356158,0.4314145,0.5280552,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4324132,0.3520108,0.3660506,0.4726265,7.374959
0.6285489,0.5981928,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5759349,0.5609069,0.5356158,0.4314145,0.5280552,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4324132,0.3520108,0.3660506,0.4726265,7.575067
0.6285489,0.5981928,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5759349,0.5609069,0.5356158,0.4314145,0.5280552,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4324132,0.3520108,0.3660506,0.4726265,7.775066
0.6285489,0.5981928,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5759349,0.5609069,0.5356158,0.4314145,0.5280552,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4324132,0.3520108,0.3660506,0.4726265,7.975069
0.6285489,0.5981928,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5759349,0.5609069,0.5356158,0.4314145,0.5280552,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4324132,0.3520108,0.3660506,0.4726265,8.175156
0.6285489,0.5981928,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5759349,0.5609069,0.5356158,0.4314145,0.5280552,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4324132,0.3520108,0.3660506,0.4726265,8.375148
0.6285489,0.5981928,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5759349,0.5609069,0.5356158,0.4314145,0.5280552,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4324132,0.3520108,0.3660506,0.4726265,8.575158
0.6285489,0.5981928,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5759349,0.5609069,0.5356158,0.4314145,0.5280552,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4324132,0.3520108,0.3660506,0.4726265,8.775156
0.6285489,0.5981928,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5759349,0.5609069,0.5356158,0.4314145,0.5280552,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4324132,0.3520108,0.3660506,0.4726265,8.975157
0.6285489,0.5981928,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5759349,0.5609069,0.5356158,0.4314145,0.5280552,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4324132,0.3520108,0.3660506,0.4726265,9.175159
0.6285489,0.5981928,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5759349,0.5609069,0.5356158,0.4314145,0.5280552,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4324132,0.3520108,0.3660506,0.4726265,9.375159
0.6285489,0.5981928,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5759349,0.5609069,0.5356158,0.4314145,0.5280552,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4324132,0.3520108,0.3660506,0.4726265,9.575159
0.6285489,0.5981928,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5759349,0.5609069,0.5356158,0.4314145,0.5280552,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4324132,0.3520108,0.3660506,0.4726265,9.775162
0.6285489,0.5981928,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5759349,0.5609069,0.5356158,0.4314145,0.5280552,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4324132,0.3520108,0.3660506,0.4726265,9.975159
0.6285489,0.5981928,0.6530342,0.6204446,0.598058,0.5266653,0.6169727,0.5908623,0.5663875,0.4782891,0.5759349,0.5609069,0.5356158,0.4314145,0.5280552,0.5316289,0.5069434,0.3899824,0.5174513,0.5008132,0.4324132,0.3520108,0.3660506,0.4726265,10.1754
