sensor1,sensor2,sensor3,label
0.5134148,0.5617613,0.4844046,0
0.5134148,0.5617613,0.3499835,0
0.5134148,0.5617613,0.344375,0
0.4525442,0.5617613,0.4360722,0
0.5134148,0.5617613,0.344375,0
0.3942911,0.5617613,0.4844046,0
0.5134148,0.5617613,0.4844046,0
0.5134148,0.5617613,0.4844046,0
0.5134148,0.5617613,0.4629823,0
0.5134148,0.5617613,0.4844046,0
0.5134148,0.5617613,0.344375,1
0.5134148,0.5632614,0.4011862,1
0.5134148,0.6456582,0.3603171,1
0.5134148,0.5617613,0.344375,1
0.5134148,0.5617613,0.344375,1
0.5134148,0.5618756,0.3452762,1
0.5134148,0.6456582,0.4175717,1
0.5134148,0.6456582,0.344375,1
0.5134148,0.5686039,0.4691542,1
0.5134148,0.6456582,0.4844046,1
0.3833267,0.5617613,0.4844046,2
0.3833267,0.5617613,0.344375,2
0.3833267,0.5617613,0.4844046,2
0.3841212,0.5617613,0.3619396,2
0.3833267,0.5617613,0.4217006,2
0.3833267,0.5617613,0.3499835,2
0.3833267,0.5617613,0.3452762,2
0.3901908,0.5617613,0.4217006,2
0.3833267,0.5617613,0.3499835,2
0.4334304,0.5617613,0.344375,2
0.5134148,0.5617613,0.344375,3
0.5134148,0.5617613,0.344375,3
0.5134148,0.5617613,0.4844046,3
0.5134148,0.5617613,0.344375,3
0.5134148,0.5617613,0.4256782,3
0.5134148,0.5617613,0.344375,3
0.5134148,0.5617613,0.4633085,3
0.5134148,0.5617613,0.4256782,3
0.5134148,0.5617613,0.344375,3
0.5134148,0.5617613,0.344375,3
0.5134148,0.5617613,0.344375,4
0.5134148,0.5617613,0.344375,4
0.5134148,0.5617613,0.344375,4
0.5134148,0.5617613,0.344375,4
0.5134148,0.5617613,0.344375,4
0.5134148,0.5617613,0.344375,4
0.5134148,0.5617613,0.344375,4
0.3833267,0.5617613,0.344375,4
0.5134148,0.5617613,0.344375,4
0.5134148,0.5617613,0.344375,4
0.5134148,0.5617613,0.4844046,5
0.5134148,0.5617613,0.4844046,5
0.5134148,0.5617613,0.4844046,5
0.5134148,0.5617613,0.4844046,5
0.5134148,0.5617613,0.4844046,5
0.5134148,0.5617613,0.4844046,5
0.5134148,0.5617613,0.4844046,5
0.5134148,0.5617613,0.4844046,5
0.5134148,0.5617613,0.4844046,5
0.5134148,0.5617613,0.4844046,5
