sensor1,sensor2,sensor3,sensor4,sensor5,label
0.6839023,0.6465636,0.666699,0.6160621,0.7215634,0
0.6134086,0.5629936,0.5979936,0.5218565,0.7215634,0
0.6839023,0.6465636,0.666699,0.6160621,0.7433907,0
0.6839023,0.6465636,0.666699,0.6160621,0.7641055,0
0.6839023,0.6465636,0.666699,0.6160621,0.7641055,0
0.6839023,0.6465636,0.666699,0.6160621,0.7641055,0
0.6839023,0.6465636,0.666699,0.6160621,0.7641055,0
0.6839023,0.6465636,0.666699,0.6160621,0.7219458,0
0.6839023,0.6465636,0.666699,0.5219578,0.7215634,0
0.6839023,0.6465636,0.666699,0.6160621,0.7641055,0
0.6839023,0.6465636,0.666699,0.6160621,0.7641055,1
0.6839023,0.6465636,0.666699,0.6160621,0.7641055,1
0.6839023,0.6465636,0.666699,0.6160621,0.7641055,1
0.6839023,0.6465636,0.666699,0.6160621,0.7641055,1
0.6839023,0.6465636,0.666699,0.6160621,0.7641055,1
0.6839023,0.6465636,0.666699,0.6160621,0.7641055,1
0.6839023,0.6465636,0.666699,0.6160621,0.7641055,1
0.6839023,0.6465636,0.666699,0.6160621,0.7641055,1
0.6839023,0.6465636,0.666699,0.6160621,0.7641055,1
0.6839023,0.6465636,0.666699,0.6160621,0.7641055,1
0.6839023,0.5629936,0.666699,0.6160621,0.7641055,2
0.6839023,0.5629936,0.666699,0.6160621,0.7641055,2
0.6139842,0.5629936,0.666699,0.6160621,0.7641055,2
0.6839023,0.5629936,0.666699,0.6160621,0.7641055,2
0.6839023,0.5629936,0.666699,0.6160621,0.7641055,2
0.6839023,0.5629936,0.666699,0.6160621,0.7641055,2
0.6839023,0.5629936,0.666699,0.6160621,0.7641055,2
0.6139842,0.5629936,0.666699,0.6160621,0.7641055,2
0.6423755,0.5629936,0.666699,0.6160621,0.7641055,2
0.6839023,0.5629936,0.666699,0.6160621,0.7641055,2
0.6839023,0.6465636,0.666699,0.5218565,0.7641055,3
0.6839023,0.6465636,0.6384202,0.5218565,0.7641055,3
0.6839023,0.6465636,0.6379571,0.5218565,0.7641055,3
0.6839023,0.6465636,0.590198,0.5218565,0.7641055,3
0.6839023,0.6465636,0.6379571,0.5218565,0.7641055,3
0.6839023,0.6465636,0.666699,0.5218565,0.7641055,3
0.6839023,0.6465636,0.5903078,0.5218565,0.7641055,3
0.6839023,0.6465636,0.666699,0.5218565,0.7641055,3
0.6839023,0.6465636,0.666699,0.5218565,0.7641055,3
0.6839023,0.6465636,0.6384202,0.5218565,0.7641055,3
0.6134086,0.5629936,0.590198,0.5218565,0.7215634,4
0.6139842,0.5629936,0.590198,0.5218565,0.7215634,4
0.6134086,0.5732329,0.590198,0.5218565,0.7215634,4
0.6134086,0.6355643,0.590198,0.5218565,0.724877,4
0.6134086,0.6355643,0.590198,0.5218565,0.7215634,4
0.6134086,0.6355643,0.590198,0.5218565,0.7215634,4
0.6134086,0.6355643,0.590198,0.5218565,0.7215634,4
0.6134086,0.5629936,0.590198,0.5218565,0.7215634,4
0.6134086,0.5981777,0.590198,0.5218565,0.7215634,4
0.6134086,0.5973644,0.590198,0.5218565,0.7215634,4
0.613709,0.5629936,0.590198,0.6160621,0.7215634,5
0.6172236,0.5629936,0.590198,0.6160621,0.7215634,5
0.613709,0.5629936,0.590198,0.6160621,0.7215634,5
0.6169438,0.5629936,0.590198,0.6160621,0.7215634,5
0.6172236,0.5629936,0.590198,0.6160621,0.7215634,5
0.6360602,0.5629936,0.590198,0.6160621,0.7215634,5
0.6360602,0.5629936,0.590198,0.6160621,0.7215634,5
0.6172236,0.5629936,0.590198,0.6160621,0.7215634,5
0.6172236,0.5629936,0.590198,0.6160621,0.7215634,5
0.6172236,0.5629936,0.590198,0.6160621,0.7215634,5
