sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,label
0.4837216,0.604365,0.6875117,0.6081529,0.4580027,0.493219,0.4177361,0.4372451,0.5506485,0.6610655,0
0.4837216,0.5062693,0.6199784,0.6081529,0.4580027,0.391407,0.5389459,0.4372451,0.5506485,0.6315901,0
0.4837216,0.5262338,0.6593972,0.6081529,0.4580027,0.493219,0.4308866,0.4372451,0.5506485,0.6610655,0
0.4837216,0.604365,0.6202122,0.6081529,0.4566901,0.493219,0.5389459,0.4372451,0.5506485,0.6610655,0
0.4837216,0.604365,0.6638795,0.6081529,0.4580027,0.3696742,0.4177361,0.4372451,0.5506485,0.6610655,0
0.4837216,0.5062693,0.6199784,0.5976186,0.400671,0.4099338,0.5389459,0.4372451,0.5506485,0.6610655,0
0.4837216,0.604365,0.6202122,0.6081529,0.4579292,0.493219,0.5389459,0.4372451,0.5506485,0.6610655,0
0.4837216,0.604365,0.6199784,0.6081529,0.4580027,0.3618684,0.4255927,0.4372451,0.5506485,0.6610655,0
0.4837216,0.604365,0.6199784,0.6081529,0.4580027,0.4058982,0.424328,0.4372451,0.5506485,0.6610655,0
0.4837216,0.604365,0.6199784,0.6081529,0.4580027,0.37953,0.5389459,0.4372451,0.5506485,0.6610655,0
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.493219,0.5389459,0.4372451,0.5506485,0.6610655,1
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.493219,0.5389459,0.4372451,0.5506485,0.6610655,1
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.493219,0.5389459,0.4372451,0.5506485,0.6610655,1
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.493219,0.5389459,0.4372451,0.5506485,0.6610655,1
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.493219,0.5389459,0.4372451,0.5506485,0.6610655,1
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.493219,0.5389459,0.4372451,0.5506485,0.6610655,1
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.493219,0.5389459,0.4372451,0.5506485,0.6610655,1
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.493219,0.5389459,0.4372451,0.5506485,0.6610655,1
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.493219,0.5389459,0.43732,0.5506485,0.6610655,1
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.493219,0.5389459,0.5446684,0.5506485,0.6610655,1
0.4837216,0.604365,0.6887975,0.6081529,0.3167936,0.493219,0.5389459,0.5531564,0.5506485,0.6610655,2
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.493219,0.4177361,0.4372451,0.5506485,0.6610655,2
0.4360538,0.604365,0.6887975,0.6081529,0.3382805,0.493219,0.4177361,0.4372451,0.5506485,0.6610655,2
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.493219,0.4177361,0.4372451,0.5506485,0.6610655,2
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.493219,0.4177361,0.4372451,0.5506485,0.6610655,2
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.493219,0.4177361,0.4372451,0.5506485,0.6610655,2
0.4837216,0.604365,0.6887975,0.6081529,0.4511443,0.493219,0.4177361,0.4372451,0.5506485,0.6610655,2
0.4836641,0.604365,0.6887975,0.6081529,0.4580027,0.493219,0.4177361,0.4372451,0.5506485,0.6610655,2
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.493219,0.4177361,0.4372451,0.5506485,0.6610655,2
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.493219,0.4177361,0.4372451,0.5506485,0.6610655,2
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.3559417,0.5389459,0.4372451,0.5506485,0.6610655,3
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.3559417,0.5389459,0.4372451,0.5506485,0.6610655,3
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.3559417,0.5389459,0.4372451,0.5506485,0.6610655,3
0.4837216,0.604365,0.6887975,0.5792476,0.4580027,0.3559417,0.4399212,0.4372451,0.5506485,0.6610655,3
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.3559417,0.5389459,0.4372451,0.5506485,0.6610655,3
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.3559417,0.5389459,0.4372451,0.5506485,0.6610655,3
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.3559417,0.5389459,0.4372451,0.5506485,0.6610655,3
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.3559417,0.5389459,0.4372451,0.5506485,0.6610655,3
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.3559417,0.5389459,0.4372451,0.5506485,0.6610655,3
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.3559417,0.5389459,0.4372451,0.5506485,0.6610655,3
0.4837216,0.604365,0.6199784,0.6081529,0.3675778,0.3650394,0.5389459,0.4372451,0.5506485,0.6610655,4
0.4837216,0.604365,0.6200965,0.6081529,0.3269218,0.404592,0.5389459,0.4372451,0.5506485,0.6610655,4
0.4837216,0.604365,0.6199784,0.6081529,0.4580027,0.3559417,0.5389459,0.4372451,0.5506485,0.6610655,4
0.408165,0.604365,0.6199784,0.6081529,0.4580027,0.3559417,0.5389459,0.4372451,0.5506485,0.6610655,4
0.4825069,0.604365,0.6199784,0.6081529,0.4580027,0.356555,0.5389459,0.4372451,0.5506485,0.6610655,4
0.482821,0.604365,0.6199991,0.6081529,0.4580027,0.40446,0.5041131,0.4372451,0.5506485,0.6610655,4
0.4837216,0.604365,0.6199784,0.6081529,0.4580027,0.3566627,0.5389459,0.4372451,0.4650328,0.6610655,4
0.4837216,0.604365,0.6199991,0.6081529,0.4580027,0.404592,0.5183402,0.4372451,0.5506485,0.6610655,4
0.4837216,0.5069056,0.6199784,0.6081529,0.4580027,0.356555,0.5389459,0.4372451,0.456281,0.6610655,4
0.3709515,0.604365,0.6199784,0.6081529,0.4580027,0.3566627,0.5389459,0.4372451,0.5506485,0.6610655,4
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.493219,0.4177361,0.4372451,0.5506485,0.6610655,5
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.493219,0.4177361,0.4372451,0.5506485,0.6610655,5
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.493219,0.4177361,0.4372451,0.5506485,0.6610655,5
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.493219,0.4177361,0.4372451,0.5506485,0.6610655,5
0.4837216,0.604365,0.6887975,0.6081529,0.4580027,0.493219,0.4177361,0.4372451,0.5506485,0.6610655,5
