sensor1,sensor2,sensor3,sensor4,sensor5,label
0.6678988,0.5488266,0.4423043,0.4099471,0.5713942,0
0.6678988,0.5374818,0.5496014,0.5307849,0.5713942,0
0.7131601,0.6275921,0.4322002,0.4068862,0.5713942,0
0.668696,0.6275921,0.4322002,0.5307849,0.5713942,0
0.7243363,0.6275921,0.4322002,0.4068862,0.652799,0
0.6678988,0.6275921,0.4322002,0.4187365,0.5713942,0
0.7243363,0.6275921,0.4322002,0.4730247,0.5713942,0
0.6678988,0.6275921,0.4322002,0.4068862,0.5713942,0
0.6678988,0.5374818,0.4322002,0.4187365,0.5713942,0
0.7243363,0.6275921,0.432532,0.4068862,0.5713942,0
0.7243363,0.6275921,0.5496014,0.5307849,0.652799,1
0.7243363,0.6275921,0.5496014,0.5307849,0.652799,1
0.7243363,0.6275921,0.5496014,0.5307849,0.652799,1
0.7243363,0.6275921,0.5496014,0.5307849,0.652799,1
0.7243363,0.6275921,0.5496014,0.4071467,0.652799,1
0.7243363,0.6275921,0.5496014,0.5307849,0.652799,1
0.7243363,0.6275921,0.5496014,0.5307849,0.652799,1
0.7243363,0.6275921,0.5496014,0.4068862,0.5966768,1
0.7243363,0.6275921,0.5496014,0.5307849,0.652799,1
0.7243363,0.6275921,0.5496014,0.5307849,0.652799,1
0.6678988,0.5374818,0.4322002,0.4068862,0.5713942,2
0.6678988,0.5374818,0.4322002,0.4068862,0.5713942,2
0.6678988,0.5374818,0.4322002,0.4068862,0.5713942,2
0.6678988,0.5374818,0.4322002,0.4068862,0.5713942,2
0.6678988,0.5374818,0.4322002,0.4068862,0.5713942,2
0.6678988,0.5374818,0.4322002,0.4390628,0.5713942,2
0.6678988,0.5374818,0.4322002,0.4097361,0.5713942,2
0.6678988,0.5374818,0.433221,0.4068862,0.5713942,2
0.6678988,0.5374818,0.4322002,0.4068862,0.5713942,2
0.6678988,0.5374818,0.4322002,0.4068862,0.5713942,2
0.6722636,0.6275921,0.5496014,0.4068862,0.5713942,3
0.6678988,0.6275921,0.5111135,0.4068862,0.5713942,3
0.7243363,0.6275921,0.5496014,0.4068862,0.5713942,3
0.6678988,0.6275921,0.4322002,0.4068862,0.5713942,3
0.7243363,0.6275921,0.5496014,0.4068862,0.5713942,3
0.6722636,0.6275921,0.5496014,0.4068862,0.5713942,3
0.675674,0.6275921,0.5393993,0.4068862,0.5713942,3
0.7243363,0.6275921,0.5496014,0.4068862,0.5713942,3
0.6722636,0.6275921,0.4730141,0.4068862,0.5713942,3
0.6678988,0.6275921,0.4428353,0.4068862,0.5713942,3
0.6678988,0.6275921,0.5496014,0.4068862,0.5713942,4
0.6678988,0.6275921,0.5496014,0.4068862,0.5713942,4
0.6678988,0.6275921,0.5496014,0.4068862,0.5713942,4
0.6678988,0.6275921,0.5496014,0.4068862,0.5713942,4
0.6678988,0.6275921,0.5496014,0.4068862,0.5713942,4
0.6678988,0.6275921,0.5496014,0.4068862,0.5713942,4
0.6678988,0.6275921,0.5496014,0.4068862,0.5713942,4
0.6678988,0.5374818,0.5496014,0.4068862,0.5713942,4
0.6678988,0.6275921,0.5496014,0.4068862,0.5713942,4
0.6678988,0.6275921,0.5496014,0.4068862,0.5713942,4
0.6678988,0.5374818,0.4322002,0.5307849,0.5713942,5
0.6678988,0.5374818,0.4322002,0.5307849,0.5713942,5
0.6678988,0.5374818,0.4322002,0.5307849,0.5713942,5
0.6678988,0.5374818,0.4322002,0.5307849,0.5713942,5
0.6678988,0.5374818,0.4322002,0.5307849,0.5713942,5
0.6678988,0.5374818,0.4322002,0.5307849,0.5713942,5
0.6678988,0.5374818,0.4322002,0.5307849,0.5713942,5
0.6678988,0.5374818,0.4322002,0.5307849,0.5713942,5
0.6678988,0.5374818,0.4322002,0.5307849,0.5713942,5
0.6678988,0.5374818,0.4322002,0.5307849,0.5713942,5
