sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,label
0.5657915,0.6111996,0.6268463,0.5963933,0.4791228,0.4812675,0.4959617,0
0.5657915,0.6822362,0.6268463,0.5963933,0.4791228,0.4812675,0.4959617,0
0.5657915,0.6822362,0.6268463,0.5963933,0.4791228,0.4812675,0.4959617,0
0.5657915,0.6822362,0.6350941,0.5963933,0.4791228,0.4812675,0.3602594,0
0.5657915,0.6822362,0.6268463,0.5963933,0.4791228,0.4812675,0.4879613,0
0.5657915,0.6203749,0.6684299,0.5963933,0.4791228,0.4812675,0.360411,0
0.5657915,0.6822362,0.6268463,0.5963933,0.4791228,0.4812675,0.3914183,0
0.5657915,0.6822362,0.6268463,0.5963933,0.4791228,0.4812675,0.4959617,0
0.5657915,0.6111996,0.6268463,0.5963933,0.4791228,0.4812675,0.4879613,0
0.5657915,0.6822362,0.6268463,0.5963933,0.4791228,0.4812675,0.4879613,0
0.5657915,0.6822362,0.6938875,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.6822362,0.6938875,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.6822362,0.6938875,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.6822362,0.6352974,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.6822362,0.6938875,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.6822362,0.6938875,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.6822362,0.6938875,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.6822362,0.6268463,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.6822362,0.6938875,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.6822362,0.6938875,0.5963933,0.4791228,0.4812675,0.4959617,1
0.4539409,0.6111996,0.6268463,0.5963933,0.4553118,0.4812675,0.4959617,2
0.4539409,0.6111996,0.6268463,0.5963933,0.4791228,0.4812675,0.4959617,2
0.4539409,0.6111996,0.6268463,0.5963933,0.4791228,0.4812675,0.4959617,2
0.4539409,0.6111996,0.6268463,0.5963933,0.4791228,0.4812675,0.4959617,2
0.4539409,0.6111996,0.6268463,0.5963933,0.4791228,0.4812675,0.4959617,2
0.4539409,0.6111996,0.6268463,0.5963933,0.4791228,0.4812675,0.4959617,2
0.4539409,0.6111996,0.6268463,0.5963933,0.4791228,0.4812675,0.4959617,2
0.4539409,0.6111996,0.6268463,0.5963933,0.4791228,0.4812675,0.4959617,2
0.4539409,0.6111996,0.6268463,0.5963933,0.4292206,0.4812675,0.4959617,2
0.4539409,0.6111996,0.6268463,0.5963933,0.4791228,0.4812675,0.4959617,2
0.5657915,0.6822362,0.6268463,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.6822362,0.6268463,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.6822362,0.6268463,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.6111996,0.6268463,0.4954228,0.4791228,0.4812675,0.4938064,3
0.5657915,0.6822362,0.6268463,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.6822362,0.6268463,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.6822362,0.6268463,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.6822362,0.6268463,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.6822362,0.6268463,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.6159081,0.6268463,0.4954228,0.4791228,0.4812675,0.4571082,3
0.4539409,0.6111996,0.6268463,0.4954228,0.4791228,0.4812675,0.4959617,4
0.4539409,0.6111996,0.6268463,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6111996,0.6268463,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6111996,0.6268463,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6111996,0.6268463,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6111996,0.6268463,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6111996,0.6268463,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6111996,0.6268463,0.4954228,0.3373028,0.4812675,0.4959617,4
0.5657915,0.6111996,0.6268463,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6111996,0.6268463,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6111996,0.6268463,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6111996,0.6268463,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6111996,0.6268463,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6111996,0.6268463,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6111996,0.6268463,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6111996,0.6268463,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6111996,0.6268463,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6111996,0.6268463,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6111996,0.6268463,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6111996,0.6268463,0.5963933,0.4791228,0.4812675,0.4959617,5
