sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,label
0.5866147,0.6473674,0.5761926,0.5523111,0.5138363,0.435265,0.4908061,0.3858816,0.3377506,0
0.4822136,0.6473674,0.4681057,0.5523111,0.5138363,0.55196,0.4908061,0.3858816,0.470234,0
0.5866147,0.6473674,0.5761926,0.435955,0.5138363,0.435265,0.3534056,0.3858816,0.3368048,0
0.5866147,0.6473674,0.5761926,0.4462834,0.5138363,0.435265,0.4677763,0.3858816,0.4786765,0
0.5866147,0.6473674,0.5761926,0.5523111,0.5138363,0.435265,0.3534056,0.3858816,0.3368048,0
0.5866147,0.709079,0.5761926,0.435955,0.5138363,0.435265,0.3576274,0.3858816,0.3406819,0
0.5866147,0.6473674,0.5761926,0.5523111,0.5138363,0.435265,0.3534056,0.3858816,0.3368048,0
0.5866147,0.6473674,0.5761926,0.4524218,0.5138363,0.435265,0.3534056,0.3858816,0.3368048,0
0.5866147,0.6473674,0.5761926,0.4527663,0.5138363,0.435265,0.3534056,0.3858816,0.3368048,0
0.5866147,0.6473674,0.5761926,0.5523111,0.5138363,0.435265,0.3534056,0.3858816,0.3368048,0
0.5866147,0.709079,0.5761926,0.5523111,0.5138363,0.55196,0.4908061,0.3858816,0.3368048,1
0.5866147,0.709079,0.5761926,0.5523111,0.5138363,0.55196,0.4908061,0.3858816,0.3563255,1
0.5866147,0.709079,0.5761926,0.5523111,0.5138363,0.55196,0.4908061,0.3858816,0.4312199,1
0.5866147,0.709079,0.5761926,0.5523111,0.5138363,0.55196,0.4908061,0.3858816,0.3368048,1
0.5866147,0.709079,0.5761926,0.5523111,0.5138363,0.55196,0.3749279,0.3858816,0.3368048,1
0.5866147,0.709079,0.5761926,0.5523111,0.5138363,0.55196,0.4908061,0.3858816,0.339951,1
0.5866147,0.709079,0.5761926,0.5523111,0.5138363,0.55196,0.4908061,0.3858816,0.3368048,1
0.5866147,0.6473674,0.5761926,0.5523111,0.5138363,0.55196,0.4530171,0.3858816,0.3368048,1
0.5866147,0.64909,0.5761926,0.5523111,0.5138363,0.55196,0.3749279,0.3858816,0.3368048,1
0.5866147,0.709079,0.5761926,0.5523111,0.5537153,0.55196,0.4908061,0.3858816,0.4786765,1
0.4967518,0.6473674,0.5761926,0.435955,0.5138363,0.5032299,0.3534056,0.3858816,0.3368048,2
0.4824874,0.6473674,0.5761926,0.435955,0.5138363,0.435706,0.3534056,0.3858816,0.3368048,2
0.4822136,0.6473674,0.5761926,0.435955,0.5138363,0.55196,0.3534056,0.3858816,0.4786765,2
0.4822136,0.6473674,0.5761926,0.435955,0.5138363,0.4756239,0.3534056,0.3858816,0.3368048,2
0.4822136,0.6473674,0.5761926,0.435955,0.5138363,0.4445327,0.3534056,0.3858816,0.3368048,2
0.483587,0.6473674,0.5761926,0.435955,0.5138363,0.435265,0.3534056,0.3858816,0.3368048,2
0.5468976,0.6473674,0.5761926,0.435955,0.5138363,0.4379293,0.3534056,0.3858816,0.3368048,2
0.4822136,0.6473674,0.5761926,0.435955,0.5138363,0.435706,0.3534056,0.3858816,0.3368048,2
