sensor1,sensor2,sensor3,sensor4,sensor5,label
0.6357561,0.468837,0.6630296,0.4811727,0.7112734,0
0.5485167,0.5766187,0.6630296,0.4911058,0.6502749,0
0.6357561,0.468837,0.6630296,0.4811727,0.7112734,0
0.6357561,0.468837,0.6630296,0.4843252,0.7112734,0
0.6357561,0.468837,0.6630296,0.4811727,0.7112734,0
0.6357561,0.468837,0.6630296,0.4817569,0.7112734,0
0.6357561,0.468837,0.6630296,0.4811727,0.7112734,0
0.6357561,0.468837,0.6630296,0.4811727,0.7112734,0
0.6357561,0.468837,0.6208834,0.4811727,0.7112734,0
0.6357561,0.468837,0.6630296,0.4811727,0.7112734,0
0.6357561,0.5766187,0.6630296,0.5858288,0.7112734,1
0.6357561,0.5766187,0.6630296,0.5858288,0.7112734,1
0.6357561,0.5766187,0.6630296,0.5858288,0.7112734,1
0.6357561,0.5766187,0.6630296,0.5858288,0.7112734,1
0.6357561,0.5766187,0.6630296,0.5858288,0.7112734,1
0.6357561,0.5766187,0.6630296,0.5858288,0.7112734,1
0.6357561,0.5766187,0.6630296,0.5858288,0.7112734,1
0.6357561,0.5766187,0.6630296,0.5858288,0.7112734,1
0.6357561,0.5766187,0.6630296,0.5858288,0.7112734,1
0.6357561,0.5766187,0.6630296,0.5858288,0.7112734,1
0.5485167,0.468837,0.6630296,0.4811727,0.7112734,2
0.5485167,0.468837,0.6630296,0.5162371,0.7112734,2
0.5485167,0.468837,0.6630296,0.4811727,0.7112734,2
0.5485167,0.468837,0.6630296,0.4874815,0.7112734,2
0.5485167,0.468837,0.6630296,0.4847673,0.7112734,2
0.5485167,0.468837,0.6630296,0.5212722,0.7112734,2
0.5485167,0.468837,0.6630296,0.491806,0.7112734,2
0.5485167,0.468837,0.6630296,0.5640956,0.7112734,2
0.5485167,0.468837,0.6630296,0.4855214,0.7112734,2
0.5485167,0.468837,0.6630296,0.5693479,0.7112734,2
0.6357561,0.5352252,0.5852593,0.4811727,0.7112734,3
0.6357561,0.4710779,0.5852593,0.4811727,0.7112734,3
0.6357561,0.5766187,0.5852593,0.4811727,0.7112734,3
0.6357561,0.468837,0.5852593,0.4811727,0.7112734,3
0.6357561,0.5766187,0.5852593,0.4811727,0.7112734,3
0.6357561,0.5766187,0.5852593,0.4811727,0.7112734,3
0.6357561,0.5334466,0.5852593,0.4811727,0.7112734,3
0.6357561,0.5766187,0.5852593,0.4811727,0.7112734,3
0.6357561,0.4760543,0.5852593,0.4811727,0.7112734,3
0.6357561,0.4688945,0.5852593,0.4811727,0.7112734,3
0.5485167,0.5766187,0.5852593,0.4843252,0.6502749,4
0.5485167,0.5766187,0.5852593,0.4843252,0.6529036,4
0.5485167,0.5766187,0.5852593,0.4811727,0.6502749,4
0.5486527,0.5766187,0.5852593,0.4813282,0.6502749,4
0.5486527,0.5766187,0.5852593,0.4843252,0.6502749,4
0.5486527,0.5766187,0.5852593,0.4896712,0.6502749,4
0.5486527,0.5766187,0.5852593,0.4843252,0.6502749,4
0.5485167,0.5766187,0.5852593,0.4811727,0.6502749,4
0.5486527,0.5766187,0.5852593,0.4813282,0.6502749,4
0.5485167,0.5766187,0.5852593,0.4811727,0.6502749,4
0.5485167,0.468837,0.5852593,0.5858288,0.6679068,5
0.5485167,0.468837,0.5852593,0.5858288,0.7112734,5
0.5485167,0.468837,0.5852593,0.5858288,0.7112734,5
0.5485167,0.468837,0.5853796,0.5858288,0.6679068,5
0.5485167,0.468837,0.5852593,0.5858288,0.7112734,5
0.5485167,0.468837,0.5852593,0.5858288,0.6776415,5
0.5485167,0.468837,0.5852593,0.5858288,0.7112734,5
0.5485167,0.468837,0.5852593,0.5858288,0.6679068,5
0.5485167,0.468837,0.5852593,0.5858288,0.6679068,5
0.5485167,0.468837,0.5852593,0.5858288,0.7112734,5
