sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,label
0.4765159,0.5722221,0.6271499,0.5592381,0.5043975,0.3797994,0.4743709,0.5106804,0.4625094,0
0.4765159,0.5262956,0.5368223,0.5592381,0.5043975,0.3797994,0.3309384,0.3796372,0.350788,0
0.4765159,0.5722221,0.6271499,0.5592381,0.5043975,0.3797994,0.4743709,0.3797714,0.4625094,0
0.4765159,0.5722221,0.6271499,0.5592381,0.5043975,0.3797994,0.3309384,0.5106804,0.3147328,0
0.4765159,0.5722221,0.6271499,0.5592381,0.5043975,0.3797994,0.4743709,0.3796372,0.4625094,0
0.4765159,0.5722221,0.5368223,0.5592381,0.5043975,0.3797994,0.3309384,0.5106804,0.386264,0
0.4765159,0.5722221,0.6271499,0.5592381,0.5043975,0.3797994,0.3309384,0.5106804,0.4625094,0
0.4765159,0.5722221,0.6271499,0.5592381,0.5043975,0.3797994,0.4743709,0.4981149,0.3147328,0
0.4765159,0.5722221,0.6271499,0.5592381,0.5043975,0.3797994,0.4743709,0.5106804,0.3147328,0
0.4765159,0.5722221,0.6271499,0.5592381,0.5043975,0.3797994,0.4096369,0.4981149,0.3147328,0
0.4765159,0.5722221,0.6271499,0.5592381,0.5043975,0.3797994,0.4743709,0.5106804,0.4625094,1
0.4765159,0.5722221,0.6271499,0.5592381,0.6031464,0.3797994,0.4743709,0.5106804,0.4625094,1
0.4765159,0.5722221,0.6271499,0.5592381,0.6031464,0.3797994,0.4743709,0.5106804,0.4625094,1
0.4765159,0.5722221,0.6271499,0.5592381,0.6031464,0.3797994,0.4743709,0.5106804,0.4625094,1
0.4765159,0.5722221,0.6271499,0.5592381,0.5696976,0.3797994,0.4743709,0.5106804,0.4625094,1
0.4765159,0.5722221,0.6271499,0.5592381,0.6031464,0.3797994,0.4743709,0.5106804,0.4625094,1
0.4765159,0.5722221,0.6271499,0.5592381,0.6031464,0.3797994,0.4743709,0.5106804,0.4625094,1
0.4765159,0.5722221,0.6271499,0.5592381,0.6031464,0.3797994,0.4743709,0.5106804,0.4625094,1
0.4765159,0.5722221,0.6271499,0.5592381,0.6031464,0.3797994,0.4743709,0.5106804,0.4625094,1
0.4765159,0.5722221,0.6271499,0.5592381,0.6031464,0.3797994,0.4743709,0.5106804,0.4625094,1
0.4765159,0.5722221,0.6271499,0.5592381,0.6031464,0.3732803,0.3309384,0.5106804,0.4625094,2
0.4765159,0.5722221,0.6271499,0.5592381,0.5043975,0.3797994,0.4096369,0.5106804,0.4625094,2
0.4765159,0.5722221,0.6271499,0.5592381,0.5043975,0.3797994,0.3309384,0.5106804,0.4625094,2
0.4765159,0.5722221,0.6271499,0.5592381,0.5043975,0.3797994,0.4743709,0.5106804,0.4625094,2
0.4765159,0.5722221,0.6271499,0.5592381,0.5043975,0.3797994,0.3338178,0.5106804,0.4625094,2
0.4765159,0.5722221,0.6271499,0.5592381,0.5043975,0.3797994,0.3494653,0.5106804,0.4625094,2
0.4765159,0.5722221,0.6271499,0.5592381,0.5043975,0.3797994,0.3492042,0.5106804,0.4625094,2
0.4765159,0.5421433,0.6271499,0.5592381,0.5043975,0.3797994,0.3309384,0.5106804,0.4625094,2
0.4765159,0.5722221,0.6271499,0.5592381,0.5043975,0.3797994,0.3317924,0.5106804,0.4625094,2
0.4765159,0.5722221,0.6271499,0.5592381,0.5043975,0.3797994,0.4743709,0.5106804,0.4625094,2
0.4765159,0.5722221,0.6271499,0.5592381,0.5043975,0.3797994,0.4743709,0.3796372,0.3147328,3
0.4765159,0.5722221,0.6271499,0.5592381,0.5043975,0.3797994,0.4743709,0.3796372,0.3147328,3
0.4765159,0.5722221,0.6271499,0.5592381,0.6031464,0.3797994,0.4743709,0.3796372,0.3147328,3
0.4765159,0.5722221,0.6271499,0.5592381,0.5043975,0.3797994,0.4743709,0.3796372,0.3152396,3
