sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,sensor22,sensor23,sensor24,sensor25,sensor26,sensor27,sensor28,sensor29,sensor30,sensor31,sensor32,sensor33,sensor34,sensor35,sensor36,sensor37,sensor38,sensor39,sensor40,sensor41,sensor42,sensor43,sensor44,sensor45,sensor46,sensor47,sensor48,sensor49,sensor50,sensor51,sensor52,sensor53,sensor54,sensor55,sensor56,sensor57,sensor58,sensor59,sensor60,sensor61,sensor62,sensor63,sensor64,sensor65,sensor66,sensor67,sensor68,sensor69,sensor70,sensor71,sensor72,sensor73,sensor74,sensor75,sensor76,sensor77,sensor78,sensor79,sensor80,time
0.4013506,0.4906242,0.5479413,0.5056319,0.65761,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.3946813,0.370095,0.4106449,0.477818,0.5388048,0.6062045,0.6530342,0.6204446,0.5732527,0.5245737,0.381871,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3677882,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.3497633,0.2945756,0.3378036,0.3797623,0.4134873,0.4314145,0.5484444,0.5316289,0.5030766,0.473784,0.3291509,0.27494,0.3123957,0.3479813,0.3749748,0.3899824,0.5174513,0.5012925,0.4820631,0.4533844,0.3077678,0.254187,0.2867604,0.3160836,0.3391758,0.3520108,0.4870071,0.4774182,0.4596313,0.282862,0.2914083,0.2398341,0.2684984,0.2939526,0.3127238,0.3233012,0.4686598,0.4566996,0.4427316,0.2612795,30.37336
0.4013506,0.4906242,0.5479413,0.5056319,0.65761,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.3946813,0.3996842,0.4106449,0.477818,0.5388048,0.6485943,0.6530342,0.6204446,0.5732527,0.5245737,0.381871,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3677882,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.3497633,0.2945756,0.3378036,0.3797623,0.4134873,0.4314145,0.5484444,0.5316289,0.5030766,0.473784,0.3291509,0.27494,0.3123957,0.3479813,0.3749748,0.3899824,0.5174513,0.5012925,0.4820631,0.4533844,0.3077678,0.254187,0.2867604,0.3160836,0.3391758,0.3520108,0.4870071,0.4774182,0.4596313,0.282862,0.2914083,0.2398341,0.2684984,0.2939526,0.3127238,0.3233012,0.4686598,0.4566996,0.4427316,0.2612795,30.70669
0.4013506,0.4906242,0.4933583,0.5056319,0.65761,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.3946813,0.349499,0.4106449,0.477818,0.5388048,0.6485943,0.6530342,0.6204446,0.5732527,0.5245737,0.381871,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3677882,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.3497633,0.2945756,0.3378036,0.3797623,0.4134873,0.4314145,0.5484444,0.5316289,0.5030766,0.473784,0.3291509,0.27494,0.3123957,0.3479813,0.3749748,0.3899824,0.5174513,0.5012925,0.4820631,0.4533844,0.3077678,0.254187,0.2867604,0.3160836,0.3391758,0.3520108,0.4870071,0.4774182,0.4596313,0.282862,0.2914083,0.2398341,0.2684984,0.2939526,0.3127238,0.3233012,0.4686598,0.4566996,0.4427316,0.2612795,31.04002
0.4013506,0.3678707,0.4301991,0.5056319,0.5779428,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.3277997,0.3486107,0.4106449,0.477818,0.5388048,0.5762194,0.6530342,0.6204446,0.5732527,0.5245737,0.3064816,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3333174,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.3313287,0.2945756,0.3378036,0.3797623,0.4134873,0.4331043,0.5484444,0.5316289,0.5030766,0.473784,0.2830706,0.27494,0.3123957,0.3479813,0.3749748,0.392415,0.5174513,0.5012925,0.4820631,0.4533844,0.2429466,0.254187,0.2867604,0.3160836,0.3391758,0.3542513,0.4870071,0.4774182,0.4596313,0.282862,0.2111608,0.2398341,0.2684984,0.2939526,0.3134416,0.3254613,0.4686598,0.4566996,0.4427316,0.2612795,31.37336
0.4013506,0.3749225,0.4301991,0.5056319,0.5779428,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.3277997,0.3486107,0.4106449,0.477818,0.5388048,0.5762194,0.6530342,0.6204446,0.5732527,0.5245737,0.3064816,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3032624,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.3313287,0.2945756,0.3378036,0.3797623,0.4134873,0.4337148,0.5484444,0.5316289,0.5030766,0.473784,0.311604,0.27494,0.3123957,0.3479813,0.3749748,0.392415,0.5174513,0.5012925,0.4820631,0.4533844,0.244005,0.254187,0.2867604,0.3160836,0.3391758,0.408969,0.4870071,0.4774182,0.4596313,0.282862,0.2203999,0.2398341,0.2684984,0.2939526,0.3127238,0.3792286,0.4686598,0.4566996,0.4427316,0.2612795,31.70669
0.4013506,0.3783735,0.4301991,0.5056319,0.5779428,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.3584558,0.3486107,0.4106449,0.477818,0.5388048,0.5762194,0.6530342,0.6204446,0.5732527,0.5245737,0.3064954,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3487434,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.3313287,0.2945756,0.3378036,0.3797623,0.4134873,0.4314145,0.5484444,0.5316289,0.5030766,0.473784,0.311604,0.27494,0.3123957,0.3479813,0.3749748,0.392415,0.5174513,0.5012925,0.4820631,0.4533844,0.2890329,0.254187,0.2867604,0.3160836,0.3391758,0.3542513,0.4870071,0.4774182,0.4596313,0.282862,0.2313717,0.2398341,0.2684984,0.2939526,0.3127238,0.3254613,0.4686598,0.4566996,0.4427316,0.2612795,32.04002
0.4013506,0.43736,0.4301991,0.5056319,0.5779428,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.3946813,0.3486107,0.4106449,0.477818,0.5388048,0.5762194,0.6530342,0.6204446,0.5732527,0.5245737,0.3776993,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3677882,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.3497633,0.2945756,0.3378036,0.3797623,0.4134873,0.4314145,0.5484444,0.5316289,0.5030766,0.473784,0.3291509,0.27494,0.3123957,0.3479813,0.3749748,0.3899824,0.5174513,0.5012925,0.4820631,0.4533844,0.3077678,0.254187,0.2867604,0.3160836,0.3391758,0.3520108,0.4870071,0.4774182,0.4596313,0.282862,0.2759083,0.2398341,0.2684984,0.2939526,0.3127238,0.3233012,0.4686598,0.4566996,0.4427316,0.2612795,32.37336
0.4013506,0.4623624,0.4301991,0.5056319,0.5779428,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.3946813,0.3486107,0.4106449,0.477818,0.5388048,0.5762194,0.6530342,0.6204446,0.5732527,0.5245737,0.381871,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3677882,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.3497633,0.2945756,0.3378036,0.3797623,0.4134873,0.4314145,0.5484444,0.5316289,0.5030766,0.473784,0.3291509,0.27494,0.3123957,0.3479813,0.3749748,0.3899824,0.5174513,0.5012925,0.4820631,0.4533844,0.3077678,0.254187,0.2867604,0.3160836,0.3391758,0.3520108,0.4870071,0.4774182,0.4596313,0.282862,0.2914083,0.2398341,0.2684984,0.2939526,0.3127238,0.3233012,0.4686598,0.4566996,0.4427316,0.2612795,32.70669
0.4013506,0.4906242,0.5479413,0.5056319,0.65761,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.3946813,0.3996842,0.4106449,0.477818,0.5388048,0.5880246,0.6530342,0.6204446,0.5732527,0.5245737,0.381871,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3677882,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.3497633,0.2945756,0.3378036,0.3797623,0.4134873,0.4314145,0.5484444,0.5316289,0.5030766,0.473784,0.3291509,0.27494,0.3123957,0.3479813,0.3749748,0.3899824,0.5174513,0.5012925,0.4820631,0.4533844,0.3077678,0.254187,0.2867604,0.3160836,0.3391758,0.3520108,0.4870071,0.4774182,0.4596313,0.282862,0.2914083,0.2398341,0.2684984,0.2939526,0.3127238,0.3233012,0.4686598,0.4566996,0.4427316,0.2612795,33.04002
0.4013506,0.4906242,0.5479413,0.5056319,0.6549744,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.3946813,0.4503076,0.4106449,0.477818,0.5388048,0.576878,0.6530342,0.6204446,0.5732527,0.5245737,0.381871,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3677882,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.3497633,0.2945756,0.3378036,0.3797623,0.4134873,0.4314145,0.5484444,0.5316289,0.5030766,0.473784,0.3291509,0.278953,0.3123957,0.3479813,0.3749748,0.3899824,0.5174513,0.5012925,0.4820631,0.4533844,0.3077678,0.254673,0.2867604,0.3160836,0.3391758,0.3520108,0.4870071,0.4774182,0.4596313,0.282862,0.2914083,0.2398341,0.2684984,0.2939526,0.3127238,0.3233012,0.4686598,0.4566996,0.4427316,0.2612795,33.37335
0.4013506,0.4906242,0.5479413,0.5056319,0.6057037,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.3946813,0.4503076,0.4106449,0.477818,0.5388048,0.576878,0.6530342,0.6204446,0.5732527,0.5245737,0.381871,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3677882,0.3167674,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.3497633,0.298575,0.3378036,0.3797623,0.4134873,0.4314145,0.5484444,0.5316289,0.5030766,0.473784,0.3291509,0.278953,0.3123957,0.3479813,0.3749748,0.3899824,0.5174513,0.5012925,0.4820631,0.4533844,0.3077678,0.2582013,0.2867604,0.3160836,0.3391758,0.3520108,0.4870071,0.4774182,0.4596313,0.282862,0.2914083,0.2432329,0.2684984,0.2939526,0.3127238,0.3233012,0.4686598,0.4566996,0.4427316,0.2612795,33.70668
0.4013506,0.4906242,0.5479413,0.5056319,0.6507612,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.3946813,0.4503076,0.4106449,0.477818,0.5388048,0.576878,0.6530342,0.6204446,0.5732527,0.5245737,0.381871,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3677882,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.3497633,0.2945756,0.3378036,0.3797623,0.4134873,0.4314145,0.5484444,0.5316289,0.5030766,0.473784,0.3291509,0.27494,0.3123957,0.3479813,0.3749748,0.3899824,0.5174513,0.5012925,0.4820631,0.4533844,0.3077678,0.254187,0.2867604,0.3160836,0.3391758,0.3520108,0.4870071,0.4774182,0.4596313,0.282862,0.2914083,0.2398341,0.2684984,0.2939526,0.3127238,0.3233012,0.4686598,0.4566996,0.4427316,0.2612795,34.04002
0.4013506,0.4906242,0.5479413,0.5056319,0.65761,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.3946813,0.370095,0.4106449,0.477818,0.5388048,0.6062045,0.6530342,0.6204446,0.5732527,0.5245737,0.381871,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3677882,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.3497633,0.2945756,0.3378036,0.3797623,0.4134873,0.4314145,0.5484444,0.5316289,0.5030766,0.473784,0.3291509,0.27494,0.3123957,0.3479813,0.3749748,0.3899824,0.5174513,0.5012925,0.4820631,0.4533844,0.3077678,0.254187,0.2867604,0.3160836,0.3391758,0.3520108,0.4870071,0.4774182,0.4596313,0.282862,0.2914083,0.2398341,0.2684984,0.2939526,0.3127238,0.3233012,0.4686598,0.4566996,0.4427316,0.2612795,34.37335
0.4013506,0.4892606,0.431954,0.5056319,0.65761,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.3946813,0.3486107,0.4106449,0.477818,0.5388048,0.590213,0.6530342,0.6204446,0.5732527,0.5245737,0.3624124,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3487434,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.3497633,0.2945756,0.3378036,0.3797623,0.4134873,0.4314145,0.5484444,0.5316289,0.5030766,0.473784,0.3291509,0.27494,0.3123957,0.3479813,0.3749748,0.3905184,0.5174513,0.5012925,0.4820631,0.4533844,0.2913322,0.254187,0.2867604,0.3160836,0.3391758,0.3542513,0.4870071,0.4774182,0.4596313,0.282862,0.2596107,0.2398341,0.2684984,0.2939526,0.3127238,0.3254613,0.4686598,0.4566996,0.4427316,0.2612795,34.70668
0.4006793,0.3616657,0.4301991,0.5056319,0.5779428,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.2970638,0.3486107,0.4106449,0.477818,0.5388048,0.5762194,0.6530342,0.6204446,0.5732527,0.5245737,0.2807214,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.2938544,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.2783243,0.2945756,0.3378036,0.3797623,0.4134873,0.4337148,0.5484444,0.5316289,0.5030766,0.473784,0.25926,0.27494,0.3123957,0.3479813,0.3749748,0.392415,0.5174513,0.5012925,0.4820631,0.4533844,0.2220689,0.254187,0.2867604,0.3160836,0.3391758,0.4102839,0.4870071,0.4774182,0.4596313,0.282862,0.2110389,0.2398341,0.2684984,0.2939526,0.3127238,0.3792286,0.4686598,0.4566996,0.4427316,0.2612795,35.04001
0.4006793,0.3616657,0.4301991,0.5056319,0.5779428,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.2970638,0.3486107,0.4106449,0.477818,0.5388048,0.576878,0.6530342,0.6204446,0.5732527,0.5245737,0.2807214,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.2868061,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.2783243,0.2945756,0.3378036,0.3797623,0.4134873,0.4337148,0.5484444,0.5316289,0.5030766,0.473784,0.2611577,0.27494,0.3123957,0.3479813,0.3749748,0.392415,0.5174513,0.5012925,0.4820631,0.4533844,0.2220689,0.254187,0.2867604,0.3160836,0.3391758,0.3883657,0.4870071,0.4774182,0.4596313,0.282862,0.2111608,0.2398341,0.2684984,0.2939526,0.3127238,0.3792286,0.4686598,0.4566996,0.4427316,0.2612795,35.37334
0.4013506,0.3783735,0.4301991,0.5056319,0.5779428,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.3277997,0.3486107,0.4106449,0.477818,0.5388048,0.576878,0.6530342,0.6204446,0.5732527,0.5245737,0.3064816,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3032624,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.3313287,0.2945756,0.3378036,0.3797623,0.4134873,0.4337148,0.5484444,0.5316289,0.5030766,0.473784,0.311604,0.27494,0.3123957,0.3479813,0.3749748,0.392415,0.5174513,0.5012925,0.4820631,0.4533844,0.244005,0.254187,0.2867604,0.3160836,0.3391758,0.3542513,0.4870071,0.4774182,0.4596313,0.282862,0.2313717,0.2398341,0.2684984,0.2939526,0.3127238,0.3254613,0.4686598,0.4566996,0.4427316,0.2612795,35.70668
0.4013506,0.4047286,0.4301991,0.5056319,0.5779428,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.3782561,0.3486107,0.4106449,0.477818,0.5388048,0.5790747,0.6530342,0.6204446,0.5732527,0.5245737,0.3503491,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3487434,0.3135151,0.3638055,0.4136475,0.4549735,0.4805906,0.5818953,0.5609069,0.5283931,0.4909115,0.3313287,0.2945756,0.3378036,0.3797623,0.4134873,0.4337148,0.5484444,0.5316289,0.5030766,0.473784,0.311604,0.27494,0.3123957,0.3479813,0.3749748,0.392415,0.5174513,0.5012925,0.4820631,0.4533844,0.2890329,0.254187,0.2867604,0.3160836,0.3391758,0.3542513,0.4870071,0.4774182,0.4596313,0.282862,0.2313717,0.2398341,0.2684984,0.2939526,0.3172743,0.3765748,0.4686598,0.4566996,0.4427316,0.2612795,36.04001
0.4013506,0.4844659,0.4301991,0.5056319,0.5898169,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.3946813,0.3486107,0.4106449,0.477818,0.5388048,0.5790747,0.6530342,0.6204446,0.5732527,0.5245737,0.381871,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3677882,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.3497633,0.2945756,0.3378036,0.3797623,0.4134873,0.4337148,0.5484444,0.5316289,0.5030766,0.473784,0.3291509,0.27494,0.3123957,0.3479813,0.3749748,0.392415,0.5174513,0.5012925,0.4820631,0.4533844,0.3077678,0.254187,0.2867604,0.3160836,0.3391758,0.3542513,0.4870071,0.4774182,0.4596313,0.282862,0.2914083,0.2398341,0.2684984,0.2939526,0.3127238,0.3254613,0.4686598,0.4566996,0.4427316,0.2612795,36.37334
0.4013506,0.4906242,0.5479413,0.5056319,0.65761,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.3946813,0.3996842,0.4106449,0.477818,0.5388048,0.590213,0.6530342,0.6204446,0.5732527,0.5245737,0.381871,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3677882,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.3497633,0.2945756,0.3378036,0.3797623,0.4134873,0.4314145,0.5484444,0.5316289,0.5030766,0.473784,0.3291509,0.27494,0.3123957,0.3479813,0.3749748,0.3899824,0.5174513,0.5012925,0.4820631,0.4533844,0.3077678,0.254187,0.2867604,0.3160836,0.3391758,0.3520108,0.4870071,0.4774182,0.4596313,0.282862,0.2914083,0.2398341,0.2684984,0.2939526,0.3127238,0.3233012,0.4686598,0.4566996,0.4427316,0.2612795,36.70667
0.4013506,0.4906242,0.5479413,0.5056319,0.65761,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.3946813,0.4503076,0.4106449,0.477818,0.5388048,0.590213,0.6530342,0.6204446,0.5732527,0.5245737,0.381871,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3677882,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.3497633,0.2945756,0.3378036,0.3797623,0.4134873,0.4314145,0.5484444,0.5316289,0.5030766,0.473784,0.3291509,0.27494,0.3123957,0.3479813,0.3749748,0.3899824,0.5174513,0.5012925,0.4820631,0.4533844,0.3077678,0.254187,0.2867604,0.3160836,0.3391758,0.3520108,0.4870071,0.4774182,0.4596313,0.282862,0.2914083,0.2398341,0.2684984,0.2939526,0.3127238,0.3233012,0.4686598,0.4566996,0.4427316,0.2612795,37.04
0.4013506,0.4906242,0.5479413,0.5056319,0.65761,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.3946813,0.4354587,0.4106449,0.477818,0.5388048,0.590213,0.6530342,0.6204446,0.5732527,0.5245737,0.381871,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3677882,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.3497633,0.2945756,0.3378036,0.3797623,0.4134873,0.4314145,0.5484444,0.5316289,0.5030766,0.473784,0.3291509,0.27494,0.3123957,0.3479813,0.3749748,0.3899824,0.5174513,0.5012925,0.4820631,0.4533844,0.3077678,0.254187,0.2867604,0.3160836,0.3391758,0.3520108,0.4870071,0.4774182,0.4596313,0.282862,0.2914083,0.2398341,0.2684984,0.2939526,0.3127238,0.3233012,0.4686598,0.4566996,0.4427316,0.2612795,37.37334
0.4013506,0.4906242,0.5466664,0.5056319,0.65761,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.3946813,0.3717865,0.4106449,0.477818,0.5388048,0.6452641,0.6530342,0.6204446,0.5732527,0.5245737,0.381871,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3677882,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.3497633,0.2945756,0.3378036,0.3797623,0.4134873,0.4314145,0.5484444,0.5316289,0.5030766,0.473784,0.3291509,0.27494,0.3123957,0.3479813,0.3749748,0.3899824,0.5174513,0.5012925,0.4820631,0.4533844,0.3077678,0.254187,0.2867604,0.3160836,0.3391758,0.3520108,0.4870071,0.4774182,0.4596313,0.282862,0.2914083,0.2398341,0.2684984,0.2939526,0.3127238,0.3233012,0.4686598,0.4566996,0.4427316,0.2612795,37.70667
0.4013506,0.4906242,0.431954,0.5056319,0.65761,0.6905051,0.6864812,0.6467237,0.5921494,0.5372179,0.3946813,0.3486107,0.4106449,0.477818,0.5388048,0.5914304,0.6530342,0.6204446,0.5732527,0.5245737,0.3624124,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3487434,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.3494849,0.2945756,0.3378036,0.3797623,0.4134873,0.4314145,0.5484444,0.5316289,0.5030766,0.473784,0.3291509,0.27494,0.3123957,0.3479813,0.3749748,0.3905184,0.5174513,0.5012925,0.4820631,0.4533844,0.2999533,0.254187,0.2867604,0.3160836,0.3391758,0.3542513,0.4870071,0.4774182,0.4596313,0.282862,0.2759083,0.2398341,0.2684984,0.2939526,0.3127238,0.3254613,0.4686598,0.4566996,0.4427316,0.2612795,38.04
0.3894612,0.3616657,0.4301991,0.5056319,0.5779428,0.6834505,0.6864812,0.6467237,0.5921494,0.5372179,0.2970638,0.3486107,0.4106449,0.477818,0.5388048,0.5762194,0.6530342,0.6204446,0.5732527,0.5245737,0.2807214,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.2938544,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.2783243,0.2945756,0.3378036,0.3797623,0.4134873,0.4337148,0.5484444,0.5316289,0.5030766,0.473784,0.2480052,0.27494,0.3123957,0.3479813,0.3749748,0.392415,0.5174513,0.5012925,0.4820631,0.4533844,0.2220689,0.254187,0.2867604,0.3160836,0.3391758,0.4102839,0.4870071,0.4774182,0.4596313,0.282862,0.2110389,0.2398341,0.2684984,0.2939526,0.3127238,0.3792286,0.4686598,0.4566996,0.4427316,0.2612795,38.37333
0.4006793,0.3616657,0.4301991,0.5056319,0.5779428,0.6854635,0.6864812,0.6467237,0.5921494,0.5372179,0.2970638,0.3486107,0.4106449,0.477818,0.5388048,0.5762194,0.6530342,0.6204446,0.5732527,0.5245737,0.2807214,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.2938544,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.2783243,0.2945756,0.3378036,0.3797623,0.4134873,0.4337148,0.5484444,0.5316289,0.5030766,0.473784,0.2611577,0.27494,0.3123957,0.3479813,0.3749748,0.392415,0.5174513,0.5012925,0.4820631,0.4533844,0.2220689,0.254187,0.2867604,0.3160836,0.3391758,0.3542513,0.4870071,0.4774182,0.4596313,0.282862,0.2111608,0.2398341,0.2684984,0.2939526,0.3127238,0.3533199,0.4686598,0.4566996,0.4427316,0.2612795,38.70667
0.4013506,0.3616657,0.4301991,0.5056319,0.5779428,0.6853572,0.6864812,0.6467237,0.5921494,0.5372179,0.3187908,0.3486107,0.4106449,0.477818,0.5388048,0.5762194,0.6530342,0.6204446,0.5732527,0.5245737,0.3064816,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3333174,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.3313287,0.2945756,0.3378036,0.3797623,0.4134873,0.4314145,0.5484444,0.5316289,0.5030766,0.473784,0.3075404,0.27494,0.3123957,0.3479813,0.3749748,0.3899824,0.5174513,0.5012925,0.4820631,0.4533844,0.244005,0.254187,0.2867604,0.3160836,0.3391758,0.3520108,0.4870071,0.4774182,0.4596313,0.282862,0.2111608,0.2398341,0.2684984,0.2939526,0.3127238,0.3242973,0.4686598,0.4566996,0.4427316,0.2612795,39.04
0.4013506,0.3616657,0.4301991,0.5056319,0.5779428,0.6853572,0.6864812,0.6467237,0.5921494,0.5372179,0.3751229,0.3486107,0.4106449,0.477818,0.5388048,0.5762194,0.6530342,0.6204446,0.5732527,0.5245737,0.3624124,0.3322048,0.3890152,0.4465871,0.4975913,0.5266653,0.6169727,0.5908623,0.5520584,0.5092119,0.3487434,0.3135151,0.3638055,0.4136475,0.4549735,0.4782891,0.5818953,0.5609069,0.5283931,0.4909115,0.3313287,0.2945756,0.3378036,0.3797623,0.4134873,0.4314145,0.5484444,0.5316289,0.5030766,0.473784,0.311604,0.27494,0.3123957,0.3479813,0.3749748,0.3899824,0.5174513,0.5012925,0.4820631,0.4533844,0.268786,0.254187,0.2867604,0.3160836,0.3391758,0.3520108,0.4870071,0.4774182,0.4596313,0.282862,0.2313717,0.2398341,0.2684984,0.2939526,0.3127238,0.3233012,0.4686598,0.4566996,0.4427316,0.2612795,39.37333
