sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,sensor22,sensor23,sensor24,sensor25,label
0.3736773,0.5780034,0.7085333,0.615743,0.4450714,0.4062773,0.508705,0.6846344,0.6319228,0.5005673,0.4072877,0.4453048,0.5598777,0.5771542,0.3459177,0.3835393,0.3699862,0.4358709,0.3896735,0.2951723,0.254112,0.3698214,0.3339746,0.2985382,0.2469585,2
0.3736773,0.5780034,0.7085333,0.615743,0.4450714,0.4062773,0.5093639,0.6846344,0.6319228,0.5005673,0.4072877,0.4453048,0.5598777,0.5771542,0.3459177,0.3835393,0.3699862,0.4358709,0.385113,0.2951723,0.254112,0.3698214,0.3339746,0.2985382,0.2469585,2
0.3736773,0.5780034,0.7085333,0.615743,0.4450714,0.4062773,0.508705,0.6846344,0.6319228,0.5005673,0.4072877,0.4453048,0.5598777,0.5368343,0.3459177,0.3835393,0.3699862,0.4358709,0.385113,0.2951723,0.254112,0.3698214,0.3339746,0.2985382,0.2469585,2
0.3736773,0.5780034,0.7085333,0.615743,0.4450714,0.4062773,0.5112392,0.6846344,0.6319228,0.5005673,0.4072877,0.4453048,0.5598777,0.4943851,0.3459177,0.3835393,0.3699862,0.4358709,0.4565666,0.2951723,0.254112,0.3698214,0.3339746,0.2985382,0.2469585,2
0.3736773,0.5780034,0.7085333,0.615743,0.4450714,0.4062773,0.5711712,0.6846344,0.6319228,0.5005673,0.4072877,0.4453048,0.5598777,0.5698678,0.3459177,0.3835393,0.3699862,0.4358709,0.3940073,0.2951723,0.254112,0.3698214,0.3339746,0.2985382,0.2469585,2
0.3736773,0.5780034,0.7085333,0.615743,0.4450714,0.4062773,0.508705,0.6846344,0.6319228,0.5005673,0.4072877,0.4453048,0.5598777,0.4944152,0.3459177,0.3835393,0.3699862,0.4358709,0.385113,0.2951723,0.254112,0.3698214,0.3339746,0.2985382,0.2469585,2
0.3736773,0.5780034,0.7085333,0.615743,0.4450714,0.4062773,0.5092388,0.6846344,0.6319228,0.5005673,0.4072877,0.4453048,0.5598777,0.5771542,0.3459177,0.3835393,0.3699862,0.4358709,0.385113,0.2951723,0.254112,0.365878,0.3339746,0.2985382,0.2469585,2
0.3736773,0.5780034,0.7085333,0.615743,0.4450714,0.4062773,0.5106108,0.6846344,0.6319228,0.5005673,0.4072877,0.4453048,0.5598777,0.4944152,0.3459177,0.3835393,0.3862438,0.4358709,0.385113,0.2951723,0.254112,0.3698214,0.3339746,0.2985382,0.2469585,2
0.3736773,0.5780034,0.7085333,0.615743,0.4450714,0.4062773,0.6062692,0.6846344,0.5433161,0.3814419,0.4072877,0.5593569,0.5598777,0.4694622,0.3459177,0.3835393,0.5035957,0.4358709,0.3940073,0.2951723,0.254112,0.3442521,0.3339746,0.3063345,0.2469585,3
0.3736773,0.5780034,0.7085333,0.615743,0.4450714,0.4062773,0.6062692,0.6846344,0.5433161,0.3814419,0.4072877,0.5593569,0.5598777,0.4694622,0.3459177,0.3835393,0.5035957,0.4358709,0.385113,0.2951723,0.254112,0.3105229,0.3339746,0.3565895,0.2469585,3
0.3736773,0.5780034,0.7085333,0.615743,0.4450714,0.4062773,0.6062692,0.7365887,0.5433161,0.5005673,0.4072877,0.5593569,0.5598777,0.4694622,0.3459177,0.3835393,0.5035957,0.4358709,0.385113,0.2951723,0.254112,0.3623202,0.3339746,0.2985382,0.2469585,3
0.3736773,0.5780034,0.7085333,0.6122424,0.4450714,0.4062773,0.6062692,0.6846344,0.5433161,0.5005673,0.4072877,0.5593569,0.5598777,0.4694622,0.3459177,0.3835393,0.4945863,0.4358709,0.385113,0.2951723,0.254112,0.2954025,0.3339746,0.4502936,0.2469585,3
0.3736773,0.5780034,0.7085333,0.615743,0.4450714,0.4062773,0.6062692,0.6918947,0.5433161,0.5005202,0.4072877,0.5593569,0.5598777,0.4694622,0.3459177,0.3835393,0.5035957,0.4358709,0.3919569,0.2951723,0.254112,0.2953788,0.3339746,0.2985382,0.2469585,3
0.3736773,0.5780034,0.7085333,0.615743,0.4450714,0.4062773,0.6062692,0.6846344,0.5433161,0.3814419,0.4072877,0.5593569,0.5598777,0.4694622,0.3459177,0.3835393,0.5035957,0.4358709,0.385113,0.2951723,0.254112,0.3623202,0.3339746,0.3063345,0.2469585,3
0.3736773,0.5780034,0.7085333,0.615743,0.4450714,0.4062773,0.6062692,0.6846344,0.5433161,0.3814419,0.4072877,0.5593569,0.5598777,0.4694622,0.3459177,0.3835393,0.5035957,0.4358709,0.385113,0.2951723,0.254112,0.2932166,0.3339746,0.2985382,0.2469585,3
0.3736773,0.5780034,0.7085333,0.615743,0.4450714,0.4062773,0.6062692,0.6848125,0.5752253,0.5005516,0.4072877,0.5593569,0.5598777,0.4694622,0.3459177,0.3835393,0.5035957,0.4358709,0.39435,0.2951723,0.254112,0.3698214,0.3339746,0.2985382,0.2469585,3
0.3736773,0.5780034,0.7085333,0.615743,0.4450714,0.4062773,0.6062692,0.6846344,0.5433161,0.5005673,0.4072877,0.5593569,0.5598777,0.4694622,0.3459177,0.3835393,0.5035957,0.4358709,0.4335012,0.2951723,0.254112,0.2944036,0.3339746,0.2985382,0.2469585,3
0.3736773,0.5780034,0.7085333,0.615743,0.4450714,0.4062773,0.6062692,0.6846344,0.5433161,0.4736941,0.4072877,0.5593569,0.5598777,0.4694622,0.3459177,0.3835393,0.5035957,0.4358709,0.385113,0.2951723,0.254112,0.2954025,0.3339746,0.3565895,0.2469585,3
0.3736773,0.5780034,0.6465796,0.615743,0.4450714,0.4060937,0.508705,0.6846344,0.5433161,0.5005673,0.4072877,0.5593569,0.5598777,0.4694622,0.3459177,0.3835393,0.5035957,0.4358709,0.385113,0.2951723,0.254112,0.3698214,0.3339746,0.2985382,0.2469585,4
0.3736773,0.5780034,0.6465796,0.615743,0.4450714,0.4062773,0.508705,0.6846344,0.5433161,0.5005673,0.4072877,0.5593569,0.5598777,0.4694622,0.3459177,0.3835393,0.5035957,0.4358709,0.385113,0.2951723,0.254112,0.3698214,0.3339746,0.2987866,0.2469585,4
0.316464,0.5780034,0.6486757,0.615743,0.4450714,0.4062773,0.508705,0.6846344,0.5433161,0.5005673,0.4072877,0.5593569,0.5598777,0.4694622,0.3459177,0.3835393,0.5035957,0.4358709,0.385113,0.2951723,0.254112,0.3698214,0.3339746,0.2985382,0.2469585,4
0.3736773,0.5780034,0.6500069,0.615743,0.4450714,0.4062773,0.5198102,0.6846344,0.5433161,0.5005673,0.4072877,0.5593569,0.5598777,0.4694622,0.3459177,0.3835393,0.5035957,0.4358709,0.385113,0.2951723,0.254112,0.3698214,0.3339746,0.2985382,0.2469585,4
0.3736773,0.5691665,0.6465796,0.615743,0.4450714,0.4062773,0.583896,0.6846344,0.5433161,0.5005673,0.4072877,0.5593569,0.5598777,0.4694622,0.3459177,0.3835393,0.5035957,0.4358709,0.385113,0.2951723,0.254112,0.3698214,0.3339746,0.2985382,0.2469585,4
0.3736773,0.5461045,0.6465796,0.615743,0.4450714,0.4062773,0.6062692,0.6846344,0.5433161,0.5005673,0.4072877,0.5593569,0.5598777,0.4694622,0.3459177,0.3835393,0.5035957,0.4358709,0.385113,0.2951723,0.254112,0.3698214,0.3339746,0.2985382,0.2469585,4
0.3736773,0.5046889,0.6465796,0.615743,0.4450714,0.4062773,0.6062692,0.6846344,0.5433161,0.5005673,0.4072877,0.5593569,0.5598777,0.4694622,0.3459177,0.3835393,0.5035957,0.4358709,0.385113,0.2951723,0.254112,0.3698214,0.3339746,0.2987866,0.2469585,4
0.3736773,0.5780034,0.6465796,0.615743,0.4450714,0.4062773,0.6062692,0.6846344,0.5433161,0.5005673,0.4072877,0.5593569,0.5598777,0.4694622,0.3459177,0.3835393,0.3856032,0.4358709,0.385113,0.2951723,0.254112,0.2970109,0.3339746,0.2985382,0.2469585,4
0.3736773,0.5779682,0.6465796,0.615743,0.4450714,0.4062773,0.583896,0.6846344,0.5433161,0.5005673,0.4072877,0.5593569,0.5598777,0.4694622,0.3459177,0.3835393,0.5035957,0.4358709,0.385113,0.2951723,0.254112,0.3698214,0.3339746,0.2985382,0.2469585,4
0.3736773,0.5780034,0.6465796,0.615743,0.4450714,0.4062773,0.5198102,0.6846344,0.5433161,0.5005673,0.4072877,0.5593569,0.5598777,0.4694622,0.3459177,0.3835393,0.5035957,0.4358709,0.385113,0.2951723,0.254112,0.3698214,0.3339746,0.2985382,0.2469585,4
0.3736773,0.5780034,0.6465796,0.615743,0.4450714,0.4062773,0.5595167,0.6846344,0.5547045,0.5005673,0.4072877,0.4469808,0.5598777,0.5771542,0.3459177,0.3835393,0.4016868,0.4358709,0.5146692,0.2951723,0.254112,0.3659048,0.3339746,0.4502936,0.2469585,5
0.3736773,0.5780034,0.6465796,0.615743,0.3692272,0.4062773,0.6002975,0.6846344,0.5433161,0.5005673,0.4072877,0.4609485,0.5598777,0.5771542,0.3459177,0.3835393,0.5035957,0.4358709,0.5146692,0.2951723,0.254112,0.3698214,0.3339746,0.4502936,0.2469585,5
0.3736773,0.5780034,0.6465796,0.615743,0.3750283,0.4062773,0.5595167,0.6846344,0.5433161,0.5005673,0.4072877,0.44742,0.5598777,0.5771542,0.3459177,0.3835393,0.5035957,0.4358709,0.5146692,0.2951723,0.254112,0.3698214,0.3339746,0.4502936,0.2469585,5
0.3736773,0.5780034,0.6465796,0.615743,0.4450714,0.4062773,0.6062692,0.6846344,0.5433161,0.4771252,0.4072877,0.5593569,0.5598777,0.5771542,0.3459177,0.3835393,0.5035957,0.4358709,0.5146692,0.2951723,0.254112,0.3698214,0.3339746,0.4502936,0.2469585,5
0.3736773,0.5780034,0.6465796,0.615743,0.3692272,0.4062773,0.6062692,0.6846344,0.5433161,0.5005673,0.4072877,0.5593569,0.5598777,0.5771542,0.3459177,0.3835393,0.5035957,0.4358709,0.5146692,0.2951723,0.254112,0.3698214,0.3339746,0.4502936,0.2469585,5
0.3736773,0.5780034,0.6465796,0.615743,0.4450714,0.4062773,0.6062692,0.6846344,0.5433161,0.5005673,0.4072877,0.5593569,0.5598777,0.5771542,0.3459177,0.3835393,0.5035957,0.4358709,0.5146692,0.2951723,0.254112,0.3698214,0.3339746,0.4502936,0.2469585,5
0.3736773,0.5780034,0.6465796,0.615743,0.3701197,0.4062773,0.6062692,0.6846344,0.5433161,0.5005673,0.4072877,0.5593569,0.5598777,0.5771542,0.3459177,0.3835393,0.5035957,0.4358709,0.5146692,0.2951723,0.254112,0.3698214,0.3339746,0.4502936,0.2469585,5
0.3736773,0.5780034,0.6465796,0.615743,0.3888666,0.4062773,0.6062692,0.6846344,0.5433161,0.5005673,0.4072877,0.5593569,0.5598777,0.5771542,0.3459177,0.3835393,0.5035957,0.4358709,0.5146692,0.2951723,0.254112,0.3698214,0.3339746,0.4502936,0.2469585,5
0.3736773,0.5780034,0.6465796,0.615743,0.4307519,0.4062773,0.6062692,0.6846344,0.5439178,0.5005673,0.4072877,0.5593569,0.5598777,0.5771542,0.3459177,0.3835393,0.5035957,0.4358709,0.5146692,0.2951723,0.254112,0.3698214,0.3339746,0.4502936,0.2469585,5
0.3736773,0.5780034,0.6465796,0.615743,0.4450714,0.4062773,0.6062692,0.6846344,0.5433161,0.5005673,0.4072877,0.4979554,0.5598777,0.5771542,0.3459177,0.3835393,0.5035957,0.4358709,0.5146692,0.2951723,0.254112,0.3698214,0.3339746,0.4502936,0.2469585,5
