sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,time
0.6285489,0.6563773,0.6530342,0.6204446,0.5663875,0.4782891,0.5025621,0.5609069,0.5069434,0.3921245,0.4801654,0.5008132,0.3733333
0.6285489,0.6563773,0.6530342,0.6204446,0.5663875,0.4786433,0.4980262,0.5609069,0.5069434,0.3931598,0.4271484,0.5008132,0.483015
0.6285489,0.6563773,0.6530342,0.6204446,0.5663875,0.4803345,0.4759356,0.5609069,0.5069434,0.4281144,0.4271484,0.5008132,0.5830264
0.6285489,0.6563773,0.6530342,0.6204446,0.5663875,0.4803345,0.4759356,0.5609069,0.5069434,0.4281144,0.4271484,0.5008132,0.6830253
0.6285489,0.6563773,0.6530342,0.6204446,0.5663875,0.4803345,0.4759356,0.5609069,0.5069434,0.4281144,0.4271484,0.5008132,0.7830265
0.6285489,0.6563773,0.6530342,0.6204446,0.5663875,0.4803345,0.4759356,0.5609069,0.5069434,0.4281144,0.4271484,0.5008132,0.8833442
0.6285489,0.6563773,0.6530342,0.6204446,0.5663875,0.4803345,0.4759356,0.5609069,0.5069434,0.4281144,0.4271484,0.5008132,0.9833285
0.6285489,0.6563773,0.6530342,0.6204446,0.5663875,0.4803345,0.4759356,0.5609069,0.5069434,0.4281144,0.4271484,0.5008132,1.083661
0.6285489,0.6563773,0.6530342,0.6204446,0.5663875,0.4803345,0.4759356,0.5609069,0.5069434,0.4281688,0.4271484,0.5008132,1.183649
0.6285489,0.6563773,0.6530342,0.6204446,0.5663875,0.4815182,0.4759356,0.5609069,0.5069434,0.4458333,0.4271484,0.5008132,1.28364
0.6285489,0.6563773,0.6530342,0.6204446,0.5663875,0.4816192,0.4759356,0.5609069,0.5069434,0.4397562,0.423304,0.5008132,1.383639
0.6285489,0.6563773,0.6530342,0.6204446,0.5663875,0.4816192,0.4759356,0.5609069,0.5069434,0.4114915,0.4030087,0.5008132,1.483636
0.6285489,0.6563773,0.6530342,0.6204446,0.5663875,0.5184537,0.5123313,0.5609069,0.5069434,0.3938983,0.3899717,0.5008132,1.583653
0.6285489,0.6563773,0.6530342,0.6204446,0.5663875,0.5837117,0.5818953,0.5609069,0.5069434,0.3931999,0.3890781,0.5008132,1.683652
0.6285489,0.6563773,0.6530342,0.6204446,0.5663875,0.5837117,0.5818953,0.5609069,0.5069434,0.3931999,0.3890781,0.5008132,1.783695
0.6285489,0.6563773,0.6530342,0.6204446,0.5663875,0.5837117,0.5818953,0.5609069,0.5069434,0.4281688,0.4234086,0.5008132,1.884403
0.6285489,0.6563773,0.6530342,0.6204446,0.5663875,0.5837117,0.5818953,0.5609069,0.5069434,0.4813988,0.4834539,0.5008132,1.984406
0.6285489,0.6563773,0.6530342,0.6204446,0.5663875,0.5837117,0.5818953,0.5609069,0.5069434,0.5183116,0.5174513,0.5008132,2.084789
0.6285489,0.6563773,0.6530342,0.6204446,0.5663875,0.5837117,0.5818953,0.5609069,0.5069434,0.5183116,0.5174513,0.5008132,2.184782
0.6285489,0.6563773,0.6530342,0.6204446,0.5663875,0.5837117,0.5818953,0.5609069,0.5069434,0.5183116,0.5174513,0.5008132,2.284796
