sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,label
0.5456285,0.584721,0.539044,0.6193773,0.5908308,0.6596967,0.4329002,0.4871315,0
0.5456285,0.4806387,0.5286978,0.5263343,0.5908308,0.6596967,0.4140143,0.3479979,0
0.5456285,0.4797003,0.5286978,0.6193773,0.5908308,0.6596967,0.4329002,0.3703626,0
0.5456285,0.5743729,0.5286978,0.6193773,0.5908308,0.6596967,0.4329002,0.4871315,0
0.5456285,0.584721,0.5286978,0.6193773,0.5908308,0.6596967,0.4329002,0.3479979,0
0.5456285,0.4796483,0.5286978,0.5348596,0.5908308,0.6596967,0.4329002,0.3545805,0
0.5456285,0.4891584,0.5286978,0.6193773,0.5908308,0.6597131,0.4239697,0.4871315,0
0.5456285,0.5833228,0.5286978,0.6193773,0.5908308,0.664669,0.4329002,0.3887312,0
0.5456285,0.5743729,0.5286978,0.6193773,0.5908308,0.6596967,0.4329002,0.4871315,0
0.5456285,0.5124118,0.5286978,0.6193773,0.5908308,0.6596967,0.4329002,0.4275314,0
0.5456285,0.584721,0.6211044,0.6193773,0.5908308,0.718176,0.4329002,0.4871315,1
0.5456285,0.584721,0.6211044,0.6193773,0.5908308,0.718176,0.4329002,0.4871315,1
0.5456285,0.584721,0.6211044,0.6193773,0.5908308,0.718176,0.4329002,0.4871315,1
0.5456285,0.584721,0.6211044,0.6193773,0.5908308,0.718176,0.4329002,0.4871315,1
0.5456285,0.584721,0.6211044,0.6193773,0.5908308,0.718176,0.4329002,0.4871315,1
0.5456285,0.584721,0.6211044,0.6193773,0.5908308,0.718176,0.4329002,0.4871315,1
0.5456285,0.584721,0.6211044,0.6193773,0.5908308,0.718176,0.4329002,0.4871315,1
0.5456285,0.584721,0.6211044,0.6193773,0.5908308,0.718176,0.4329002,0.4871315,1
0.5456285,0.584721,0.6211044,0.6193773,0.5908308,0.718176,0.4329002,0.4871315,1
0.5456285,0.584721,0.6211044,0.6193773,0.5908308,0.718176,0.4329002,0.4871315,1
0.5456285,0.584721,0.6211044,0.6193773,0.5908308,0.718176,0.2946001,0.4871315,2
0.5456285,0.584721,0.6211044,0.6193773,0.5908308,0.718176,0.4329002,0.4871315,2
0.5456285,0.4815423,0.6211044,0.6193773,0.5908308,0.718176,0.3373664,0.4871315,2
0.5456285,0.5056896,0.6211044,0.6193773,0.5908308,0.718176,0.4329002,0.4871315,2
0.5456285,0.584721,0.6211044,0.6193773,0.5908308,0.718176,0.4329002,0.4871315,2
0.5456285,0.584721,0.6211044,0.6193773,0.5908308,0.718176,0.4329002,0.4871315,2
0.5456285,0.584721,0.6211044,0.6193773,0.5908308,0.718176,0.4329002,0.4871315,2
0.5456285,0.4814227,0.6211044,0.6193773,0.5908308,0.718176,0.4329002,0.4871315,2
0.5456285,0.584721,0.6211044,0.6193773,0.5908308,0.718176,0.4329002,0.4871315,2
0.5456285,0.4797003,0.6211044,0.6193773,0.5908308,0.718176,0.4329002,0.4871315,2
0.5456285,0.584721,0.5286978,0.6193773,0.5908308,0.718176,0.4329002,0.3479979,3
0.5456285,0.584721,0.5286978,0.6193773,0.5908308,0.718176,0.4329002,0.3479979,3
0.5456285,0.584721,0.5286978,0.6193773,0.5908308,0.718176,0.4329002,0.3479979,3
0.5456285,0.584721,0.5286978,0.5889882,0.5908308,0.718176,0.4329002,0.3479979,3
0.5456285,0.584721,0.5286978,0.6193773,0.5908308,0.718176,0.4329002,0.3479979,3
0.5456285,0.584721,0.5286978,0.6193773,0.5908308,0.718176,0.4329002,0.3479979,3
0.5456285,0.584721,0.5286978,0.6193773,0.5908308,0.718176,0.4329002,0.3479979,3
0.5456285,0.584721,0.5286978,0.6193773,0.5908308,0.718176,0.4329002,0.3479979,3
0.5456285,0.584721,0.5286978,0.6193773,0.5908308,0.718176,0.4329002,0.3479979,3
0.5456285,0.584721,0.5286978,0.6193773,0.5908308,0.718176,0.4329002,0.3479979,3
0.5456285,0.584721,0.5286978,0.6193773,0.5908308,0.6596967,0.4329002,0.3763251,4
0.5456285,0.584721,0.5286978,0.6193773,0.5908308,0.6596967,0.2946001,0.3810147,4
0.5456285,0.575525,0.5286978,0.6193773,0.5908308,0.6614009,0.4329002,0.3479979,4
0.5393489,0.5323606,0.5286978,0.6193773,0.5908308,0.6659679,0.4329002,0.3479979,4
0.4609025,0.4815423,0.5286978,0.6193773,0.5908308,0.6617463,0.4329002,0.3479979,4
0.4328435,0.4815423,0.5286978,0.6193773,0.5908308,0.6596967,0.4329002,0.3810147,4
0.4331371,0.4797003,0.5286978,0.6193773,0.5908308,0.6597131,0.4329002,0.3479979,4
0.5456285,0.5768244,0.5286978,0.6193773,0.5908308,0.6596967,0.4329002,0.4131829,4
0.5452018,0.4796483,0.5286978,0.6193773,0.5908308,0.6596967,0.4329002,0.3479979,4
0.5456285,0.4815423,0.5286978,0.6193773,0.5908308,0.6596967,0.4329002,0.3479979,4
0.5456285,0.584721,0.5286978,0.6193773,0.5908308,0.6596967,0.4329002,0.4871315,5
0.5456285,0.584721,0.5286978,0.6193773,0.5908308,0.6596967,0.4329002,0.4871315,5
0.5456285,0.584721,0.5286978,0.6193773,0.5908308,0.6596967,0.4329002,0.4871315,5
0.5456285,0.584721,0.5286978,0.6193773,0.5908308,0.6596967,0.4329002,0.4871315,5
0.5456285,0.584721,0.5286978,0.6193773,0.5908308,0.6596967,0.4329002,0.4871315,5
0.5456285,0.584721,0.5286978,0.6193773,0.5908308,0.6596967,0.4329002,0.4871315,5
0.5456285,0.584721,0.5286978,0.6193773,0.5908308,0.6596967,0.4329002,0.4871315,5
0.5456285,0.584721,0.5286978,0.6193773,0.5908308,0.6596967,0.4329002,0.4871315,5
0.5456285,0.584721,0.5286978,0.6193773,0.5908308,0.6596967,0.4329002,0.4871315,5
0.5456285,0.584721,0.5286978,0.6193773,0.4889225,0.6596967,0.4329002,0.4871315,5
