sensor1,sensor2,sensor3,label
0.576143,0.6893827,0.5884439,0
0.576143,0.6893827,0.4847103,0
0.4708315,0.6893827,0.5884439,0
0.4708315,0.6893827,0.4847103,0
0.576143,0.6893827,0.5165787,0
0.4680229,0.6893827,0.5884439,0
0.4680229,0.6893827,0.4851061,0
0.576143,0.6893827,0.4847103,0
0.576143,0.6893827,0.5157234,0
0.4708315,0.6893827,0.4847103,0
0.576143,0.7404419,0.5884439,1
0.576143,0.7404419,0.5884439,1
0.576143,0.7404419,0.5884439,1
0.576143,0.7404419,0.5884439,1
0.576143,0.7404419,0.5884439,1
0.576143,0.7404419,0.5884439,1
0.576143,0.7404419,0.5884439,1
0.576143,0.7404419,0.5884439,1
0.576143,0.7404419,0.5884439,1
0.576143,0.7404419,0.5884439,1
0.576143,0.7404419,0.5884439,2
0.4680229,0.6893827,0.5884439,2
0.4680229,0.6915069,0.5884439,2
0.4681684,0.7336268,0.5884439,2
0.4680229,0.6915069,0.5884439,2
0.4680229,0.6915069,0.5884439,2
0.4680229,0.7155992,0.5884439,2
0.4680229,0.6893827,0.5884439,2
0.4680229,0.6893827,0.5884439,2
0.4681684,0.6894636,0.5884439,2
0.576143,0.6972321,0.4847103,3
0.576143,0.6972321,0.4847103,3
0.576143,0.7404419,0.4847103,3
0.576143,0.6893827,0.4847103,3
0.576143,0.7404419,0.4847103,3
0.576143,0.7404419,0.4847103,3
0.576143,0.7404419,0.4847103,3
0.576143,0.7404419,0.4847103,3
0.576143,0.6893827,0.4847103,3
0.576143,0.6960168,0.4847103,3
0.4680229,0.6893827,0.4847103,4
0.4680229,0.6893827,0.4847103,4
0.5095782,0.6893827,0.4847103,4
0.576143,0.6893827,0.4847103,4
0.576143,0.6893827,0.4847103,4
0.576143,0.6893827,0.4847103,4
0.576143,0.6893827,0.4847103,4
0.4976426,0.6893827,0.4847103,4
0.576143,0.6893827,0.4847103,4
0.576143,0.6893827,0.4847103,4
0.4681684,0.6893827,0.5884439,5
0.4855969,0.6893827,0.5884439,5
0.4681684,0.6893827,0.5884439,5
0.4860506,0.6893827,0.5884439,5
0.507531,0.6893827,0.5884439,5
0.5602434,0.6893827,0.5884439,5
0.5602434,0.6893827,0.5884439,5
0.560497,0.6893827,0.5884439,5
0.5602434,0.6893827,0.5884439,5
0.5195694,0.6893827,0.5884439,5
