sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,label
0.5204134,0.5453762,0.5994135,0.5874581,0.5727499,0.4730844,0.487147,0.4041658,0.3753929,0.5106286,0
0.5204134,0.6334171,0.5994135,0.5874581,0.4723894,0.4730844,0.487147,0.4041658,0.4005558,0.3806743,0
0.5204134,0.6334171,0.5994135,0.5874581,0.5727499,0.4730844,0.4428135,0.4041658,0.5073615,0.3795874,0
0.5204134,0.6334171,0.5994135,0.5874581,0.5727499,0.4730844,0.4794737,0.4041658,0.5073615,0.5106286,0
0.5204134,0.5453762,0.5994135,0.5874581,0.5727499,0.4730844,0.4207173,0.4041658,0.5073615,0.3795874,0
0.5204134,0.5453762,0.5994135,0.5874581,0.5727499,0.4730844,0.487147,0.4041658,0.4673845,0.3800847,0
0.5204134,0.6334171,0.5994135,0.5874581,0.4731258,0.4730844,0.487147,0.4041658,0.5073615,0.5106286,0
0.5204134,0.5520779,0.5994135,0.5874581,0.4740244,0.4730844,0.3490373,0.4041658,0.3837213,0.5106286,0
0.5204134,0.5552117,0.5994135,0.5874581,0.4634292,0.4730844,0.3480134,0.4041658,0.3753929,0.5106286,0
0.5204134,0.6334171,0.5994135,0.5874581,0.4731258,0.4730844,0.487147,0.4041658,0.5073615,0.5106286,0
0.5204134,0.6334171,0.5994135,0.5878131,0.5727499,0.4730844,0.4207173,0.4041658,0.3819518,0.3795874,1
0.5204134,0.6334171,0.6236711,0.6646811,0.5727499,0.4730844,0.487147,0.4041658,0.3772318,0.5106286,1
0.5204134,0.6334171,0.6735469,0.6646811,0.5727499,0.4730844,0.487147,0.4041658,0.393991,0.5106286,1
0.5204134,0.6334171,0.6735469,0.5879152,0.5727499,0.4730844,0.487147,0.4041658,0.3753929,0.5106286,1
0.5204134,0.6334171,0.5994135,0.6320831,0.5727499,0.4730844,0.487147,0.4041658,0.3753929,0.5106286,1
0.5204134,0.6334171,0.6735469,0.6646811,0.5727499,0.4730844,0.487147,0.4041658,0.3772318,0.5106286,1
0.5204134,0.6334171,0.6735469,0.6646811,0.5727499,0.4730844,0.487147,0.4041658,0.420377,0.5106286,1
