sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,label
0.5204134,0.6334171,0.6735469,0.5874581,0.5727499,0.4730844,0.487147,0.4041658,0.3753929,0.5106286,1
0.5204134,0.6334171,0.6735469,0.6646811,0.5727499,0.4730844,0.487147,0.4041658,0.5073615,0.5106286,1
0.5204134,0.6334171,0.6735469,0.6646811,0.5727499,0.4730844,0.487147,0.4045121,0.5073615,0.5106286,1
0.5204134,0.6334171,0.5994135,0.6646811,0.5727499,0.3410991,0.3480134,0.4041658,0.5073615,0.5106286,2
0.4124551,0.5453762,0.5994135,0.5874581,0.5727499,0.4730844,0.3480134,0.4041658,0.3753929,0.5106286,2
0.4124551,0.5453762,0.5994135,0.5874581,0.5727499,0.4730844,0.3618993,0.4041658,0.5073615,0.5106286,2
0.4339961,0.5453762,0.5994135,0.5874581,0.5727499,0.4730844,0.3833435,0.4041658,0.3753929,0.5106286,2
0.4124551,0.5453762,0.5994135,0.5874581,0.5727499,0.4730844,0.3480134,0.4041658,0.3753929,0.5106286,2
0.4946035,0.5453762,0.5994135,0.5874581,0.5727499,0.4730844,0.3480134,0.4041658,0.4094528,0.5106286,2
0.427952,0.5453762,0.5994135,0.5874581,0.5727499,0.4730844,0.3480134,0.4041658,0.4591114,0.5106286,2
0.4124551,0.5453762,0.5994135,0.5874581,0.5727499,0.4730844,0.3480134,0.4041658,0.3753929,0.5106286,2
0.4124551,0.5453762,0.5994135,0.5874581,0.5727499,0.4730844,0.3480134,0.4041658,0.3858587,0.5106286,2
0.5204134,0.5453762,0.5994135,0.5874581,0.5727499,0.4730844,0.3560777,0.4041658,0.412966,0.5106286,2
0.5204134,0.6334171,0.5994135,0.5874581,0.4634292,0.4730844,0.487147,0.4041658,0.5073615,0.3795874,3
0.5204134,0.6334171,0.5994135,0.5874581,0.4634292,0.4730844,0.487147,0.4041658,0.5073615,0.3795874,3
0.5204134,0.6334171,0.6258318,0.5874581,0.4634292,0.4730844,0.487147,0.4041658,0.3753929,0.3795874,3
0.5204134,0.5454563,0.5994135,0.5874581,0.4634292,0.4730844,0.3480134,0.4041658,0.3782316,0.3795874,3
0.5204134,0.6334171,0.5994135,0.5874581,0.4634292,0.4730844,0.487147,0.4041658,0.3753929,0.3795874,3
0.5204134,0.6334171,0.5994135,0.5874581,0.4634292,0.4730844,0.487147,0.4041658,0.4005481,0.3799776,3
0.5204134,0.6334171,0.5994135,0.5874581,0.4634292,0.4730844,0.487147,0.4041658,0.3753929,0.3795874,3
0.5204134,0.6334171,0.5994135,0.5874581,0.4634292,0.4730844,0.487147,0.4041658,0.3753929,0.3795874,3
0.5204134,0.6334171,0.5994135,0.5874581,0.4634292,0.4730844,0.3512096,0.4041658,0.5073615,0.3795874,3
0.5204134,0.6334171,0.5994135,0.5874581,0.4634292,0.4730844,0.487147,0.4041658,0.5073615,0.3795874,3
0.5204134,0.6334171,0.5994135,0.5874581,0.5727499,0.4730844,0.487147,0.4041658,0.4780519,0.3849716,4
0.5204134,0.6334171,0.5994135,0.5874581,0.5727499,0.3410991,0.487147,0.4041658,0.3858587,0.4063588,4
0.5183657,0.6334171,0.5994135,0.5874581,0.4740244,0.4730844,0.487147,0.4041658,0.5073615,0.3795874,4
0.4524339,0.6334171,0.5994135,0.5874581,0.4723894,0.4730844,0.487147,0.4041658,0.5073615,0.3795874,4
0.5172277,0.6334171,0.5994135,0.5874581,0.4740244,0.4730844,0.487147,0.4041658,0.4678934,0.3795874,4
0.5172277,0.6334171,0.5994135,0.5874581,0.536864,0.4730844,0.487147,0.4041658,0.3886344,0.4063588,4
0.5204134,0.6334171,0.5994135,0.5874581,0.5354201,0.4730844,0.487147,0.4041658,0.4679197,0.3795874,4
0.5204134,0.6334171,0.5994135,0.5874581,0.5727499,0.4730844,0.487147,0.4041658,0.3753929,0.4774933,4
0.5204134,0.6334171,0.5994135,0.5874581,0.5292047,0.4730844,0.487147,0.4041658,0.5034379,0.3795874,4
0.4207216,0.6334171,0.5994135,0.5874581,0.4723894,0.4730844,0.487147,0.4041658,0.3858445,0.3849716,4
0.5204134,0.5453762,0.5994135,0.5874581,0.4634292,0.4730844,0.3534783,0.4041658,0.5073615,0.5106286,5
0.5204134,0.5453762,0.5994135,0.5874581,0.4769663,0.4730844,0.4207173,0.4041658,0.5073615,0.5106286,5
0.5204134,0.5453762,0.5994135,0.5874581,0.4634292,0.4730844,0.4207173,0.4041658,0.5073615,0.5106286,5
0.5204134,0.5453762,0.5994135,0.5874581,0.4634292,0.4730844,0.487147,0.4041658,0.5073615,0.5106286,5
0.5204134,0.5453762,0.5994135,0.5874581,0.4763282,0.4730844,0.4207173,0.4041658,0.5073615,0.5106286,5
0.5204134,0.5453762,0.5994135,0.5874581,0.5727499,0.4730844,0.487147,0.4041658,0.5073615,0.5106286,5
0.5204134,0.5453762,0.5994135,0.5874581,0.5727499,0.4730844,0.487147,0.4041658,0.5073615,0.5106286,5
0.5204134,0.5453762,0.5994135,0.5874581,0.5727499,0.4730844,0.487147,0.4041658,0.5073615,0.5106286,5
0.5204134,0.5453762,0.5994135,0.5874581,0.464124,0.4730844,0.487147,0.4041658,0.5073615,0.5106286,5
0.5204134,0.5453762,0.5994135,0.5874581,0.5720047,0.4730844,0.487147,0.4041658,0.5073615,0.5106286,5
