sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,label
0.5657915,0.7182907,0.7140487,0.5963933,0.4791228,0.4812675,0.4959617,0
0.5520771,0.6598223,0.6540424,0.5304049,0.4791228,0.4812675,0.4959617,0
0.5657915,0.7182907,0.7140487,0.5963933,0.4791228,0.4812675,0.4959617,0
0.5657915,0.7182907,0.7140487,0.5963933,0.4791228,0.4812675,0.3602594,0
0.5657915,0.7182907,0.6585727,0.5963933,0.4791228,0.4812675,0.4879613,0
0.5657915,0.6598223,0.7140487,0.5963933,0.4791228,0.4812675,0.3602594,0
0.5657915,0.7182907,0.6540424,0.5963933,0.4791228,0.4812675,0.3914183,0
0.5657915,0.7182907,0.7140487,0.5963933,0.4791228,0.4812675,0.4959617,0
0.5657915,0.7182907,0.6540424,0.5963933,0.4791228,0.4812675,0.4879613,0
0.5657915,0.7182907,0.6540424,0.5963933,0.4791228,0.4812675,0.4879613,0
0.5657915,0.7182907,0.7140487,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.7182907,0.7140487,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.7182907,0.7140487,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.7182907,0.7140487,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.7182907,0.7140487,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.7182907,0.7140487,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.7182907,0.7140487,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.7182907,0.7140487,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.7182907,0.7140487,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.7182907,0.7140487,0.5963933,0.4791228,0.4812675,0.4959617,1
0.4539409,0.6598223,0.7140487,0.5963933,0.4553118,0.4812675,0.4959617,2
0.4539409,0.6599219,0.7140487,0.5963933,0.4791228,0.4812675,0.4959617,2
0.4539409,0.6598223,0.7140487,0.5963933,0.4791228,0.4812675,0.4959617,2
0.4539409,0.6915199,0.7140487,0.5963933,0.4791228,0.4812675,0.4959617,2
0.4539409,0.6598223,0.7140487,0.5963933,0.4791228,0.4812675,0.4959617,2
0.4539409,0.6599219,0.7140487,0.5963933,0.4791228,0.4812675,0.4959617,2
0.4539409,0.6598223,0.7140487,0.5963933,0.4791228,0.4812675,0.4959617,2
0.4539409,0.6598223,0.692933,0.5963933,0.4791228,0.4812675,0.4959617,2
0.4539409,0.6598223,0.7140487,0.5963933,0.4292206,0.4812675,0.4959617,2
0.4539409,0.6915199,0.7140487,0.5963933,0.4791228,0.4812675,0.4959617,2
0.5657915,0.7182907,0.6585066,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.7182907,0.6585066,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.7182907,0.6940538,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.7182907,0.6540424,0.4954228,0.4791228,0.4812675,0.4938064,3
0.5657915,0.7182907,0.6540424,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.7182907,0.6585066,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.7182907,0.6540424,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.7182907,0.7140487,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.7182907,0.6540424,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.7182907,0.6906517,0.4954228,0.4791228,0.4812675,0.4571082,3
0.4539409,0.6598223,0.6540424,0.4954228,0.4791228,0.4812675,0.4959617,4
0.4539409,0.6598223,0.6540424,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6598223,0.6540424,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6598223,0.6540424,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6598223,0.6540424,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6598223,0.6540424,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6598223,0.6540424,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6598223,0.6540424,0.4954228,0.3898526,0.4812675,0.4959617,4
0.5657915,0.6598223,0.6540424,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6598223,0.6540424,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6598223,0.6540424,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6598223,0.6540424,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6598223,0.6540424,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6598223,0.6540424,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6598223,0.6540424,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6598223,0.6540424,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6598223,0.6540424,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6598223,0.6540424,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6598223,0.6540424,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6598223,0.6540424,0.5963933,0.4791228,0.4812675,0.4959617,5
