sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,time
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5066759,0.5818953,0.5609069,0.5354761,0.4314145,0.5484444,0.5316289,0.3975043,0.3899824,0.5174513,0.5008132,0.3733333
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5837117,0.5818953,0.5609069,0.5311452,0.4314145,0.5484444,0.5316289,0.393217,0.3899824,0.5174513,0.5008132,0.576774
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5837117,0.5818953,0.5609069,0.5311452,0.4314145,0.5484444,0.5316289,0.3807255,0.3899824,0.5174513,0.5008132,0.7773148
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5837117,0.5818953,0.5609069,0.5311452,0.4314145,0.5484444,0.5316289,0.3807255,0.3899824,0.5174513,0.5008132,0.9773251
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5837117,0.5818953,0.5609069,0.5311452,0.4314145,0.5484444,0.5316289,0.3807025,0.3899824,0.5174513,0.5008132,1.177322
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5837117,0.5818953,0.5609069,0.4629808,0.4314145,0.5484444,0.5316289,0.3807025,0.3899824,0.5174513,0.5008132,1.377335
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5837117,0.5818953,0.5609069,0.4629808,0.4314145,0.5484444,0.5316289,0.3749748,0.3899824,0.5174513,0.5008132,1.577333
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5837117,0.5818953,0.5609069,0.454852,0.4314145,0.5484444,0.5316289,0.3749748,0.3899824,0.5174513,0.5008132,1.778177
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5837117,0.5818953,0.5609069,0.454852,0.4314145,0.5484444,0.5316289,0.3749748,0.3899824,0.5174513,0.5008132,1.978297
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5837117,0.5818953,0.5609069,0.454827,0.4314145,0.5484444,0.5316289,0.3749748,0.3899824,0.5174513,0.5008132,2.178298
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5837117,0.5818953,0.5609069,0.4481985,0.4314145,0.5484444,0.5316289,0.3749748,0.3899824,0.5174513,0.5008132,2.378951
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5837117,0.5818953,0.5609069,0.4340651,0.4314145,0.5484444,0.5316289,0.3749748,0.3899824,0.5174513,0.5008132,2.57925
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5837117,0.5818953,0.5609069,0.4183817,0.4522723,0.5484444,0.5316289,0.3749748,0.3899824,0.5174513,0.5008132,2.779584
0.6285489,0.6563773,0.6530342,0.6204446,0.598058,0.6195737,0.6169727,0.5908623,0.5663875,0.5837117,0.5818953,0.5609069,0.4134873,0.5482896,0.5484444,0.5316289,0.3749748,0.3899824,0.5174513,0.5008132,2.979582
