sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,label
0.5657915,0.6871495,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,0
0.5657915,0.6871495,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,0
0.5657915,0.6871495,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,0
0.5657915,0.6871495,0.6246725,0.5963933,0.4791228,0.4812675,0.3602594,0
0.5657915,0.7383119,0.6246725,0.5963933,0.4791228,0.4812675,0.4879613,0
0.5657915,0.705999,0.6246725,0.5963933,0.4791228,0.4812675,0.3602594,0
0.5657915,0.7383119,0.6246725,0.5963933,0.4791228,0.4812675,0.3914183,0
0.5657915,0.6871495,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,0
0.5657915,0.6871495,0.6246725,0.5963933,0.4791228,0.4812675,0.4879613,0
0.5657915,0.7383119,0.6246725,0.5963933,0.4791228,0.4812675,0.4879613,0
0.5657915,0.7383119,0.6922814,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.7383119,0.6922814,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.7383119,0.6922814,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.7383119,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.7383119,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.7383119,0.6922814,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.7383119,0.6922814,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.7383119,0.6541867,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.7383119,0.6922814,0.5963933,0.4791228,0.4812675,0.4959617,1
0.5657915,0.7383119,0.6922814,0.5963933,0.4791228,0.4812675,0.4959617,1
0.4539409,0.7383119,0.6246725,0.5963933,0.4553118,0.4812675,0.4959617,2
0.4539409,0.7194058,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,2
0.4539409,0.6871495,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,2
0.4539409,0.7383119,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,2
0.4539409,0.7025542,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,2
0.4539409,0.7229175,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,2
0.4539409,0.7383119,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,2
0.4539409,0.6872526,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,2
0.4539409,0.7383119,0.6246725,0.5963933,0.4292206,0.4812675,0.4959617,2
0.4539409,0.7383119,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,2
0.5657915,0.7383119,0.6246725,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.7383119,0.6246725,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.7383119,0.6246725,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.7194058,0.6246725,0.4954228,0.4791228,0.4812675,0.4938064,3
0.5657915,0.7383119,0.6246725,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.7383119,0.6246725,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.7383119,0.6246725,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.7383119,0.6246725,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.7383119,0.6246725,0.4954228,0.4791228,0.4812675,0.3602594,3
0.5657915,0.7383119,0.6246725,0.4954228,0.4791228,0.4812675,0.4571082,3
0.4539409,0.6871495,0.6246725,0.4954228,0.4791228,0.4812675,0.4959617,4
0.4539409,0.6871495,0.6246725,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6871495,0.6246725,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6871495,0.6246725,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6871495,0.6246725,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6871495,0.6246725,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6871495,0.6246725,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6871495,0.6246725,0.4954228,0.3373028,0.4812675,0.4959617,4
0.5657915,0.6871495,0.6246725,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6871495,0.6246725,0.4954228,0.4791228,0.4812675,0.4959617,4
0.5657915,0.6871495,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6871495,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6871495,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6871495,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6871495,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6871495,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6871495,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6871495,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6871495,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,5
0.5657915,0.6871495,0.6246725,0.5963933,0.4791228,0.4812675,0.4959617,5
