"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",11,"[2, 4, 6, 7, 9, 11, 13, 15, 18, 20, 21]"
"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",10,"[2, 4, 6, 7, 9, 11, 13, 15, 18, 20]"
"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",11,"[2, 4, 6, 7, 9, 11, 13, 15, 18, 20, 21]"
"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",11,"[2, 4, 6, 7, 9, 11, 13, 15, 18, 20, 21]"
"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",11,"[2, 4, 6, 7, 9, 11, 13, 15, 18, 20, 21]"
"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",11,"[2, 4, 6, 7, 9, 11, 13, 15, 18, 20, 21]"
"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",12,"[2, 4, 6, 7, 9, 11, 13, 15, 18, 20, 21, 23]"
"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",11,"[2, 4, 6, 7, 9, 11, 13, 15, 18, 20, 21]"
"[0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",12,"[2, 3, 4, 6, 7, 9, 11, 13, 15, 18, 20, 21]"
"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",11,"[2, 4, 6, 7, 9, 11, 13, 15, 18, 20, 21]"
"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0]",12,"[2, 4, 6, 7, 9, 11, 13, 15, 18, 20, 21, 23]"
"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",11,"[2, 4, 6, 7, 9, 11, 13, 15, 18, 20, 21]"
"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",11,"[2, 4, 6, 7, 9, 11, 13, 15, 18, 20, 21]"
"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",11,"[2, 4, 6, 7, 9, 11, 13, 15, 18, 20, 21]"
"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",11,"[2, 4, 6, 7, 9, 11, 13, 15, 18, 20, 21]"
"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",11,"[2, 4, 6, 7, 9, 11, 13, 15, 18, 20, 21]"
"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",11,"[2, 4, 6, 7, 9, 11, 13, 15, 18, 20, 21]"
"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",11,"[2, 4, 6, 7, 9, 11, 13, 15, 18, 20, 21]"
"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",11,"[2, 4, 6, 7, 9, 11, 13, 15, 18, 20, 21]"
"[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",11,"[2, 4, 6, 7, 9, 11, 13, 15, 18, 20, 21]"
