gen,nevals,avg1,avg2,std1,std2,min1,min2,max1,max2
0,20,0.7392000000000001,11.75,0.12422020769584956,2.56661255354212,0.467,7.0,0.95,17.0
1,11,0.8307999999999998,13.1,0.08261210565044327,3.047950130825634,0.65,7.0,0.95,19.0
2,15,0.8839999999999998,14.4,0.07564654651733943,2.5377155080899043,0.633,9.0,0.95,19.0
3,10,0.9232999999999999,13.5,0.040358518307787236,1.91049731745428,0.8,9.0,0.967,16.0
4,16,0.9458499999999995,13.7,0.015723469718862928,2.17025344142107,0.9,9.0,0.967,16.0
5,9,0.9466999999999997,13.4,0.0227598330398094,2.009975124224178,0.85,9.0,0.967,16.0
6,13,0.9483499999999998,11.0,0.011693053493420766,1.6733200530681511,0.9,9.0,0.967,14.0
7,11,0.9366999999999998,9.95,0.035929236006350035,1.3219304066402287,0.817,9.0,0.967,14.0
8,9,0.9466999999999997,9.7,0.022759833039809402,1.4866068747318506,0.85,8.0,0.967,14.0
9,13,0.9400499999999997,10.15,0.03093780050359106,1.9306734576307822,0.85,7.0,0.967,14.0
10,15,0.9501499999999998,10.3,0.022998423859038684,2.451530134426253,0.867,7.0,0.967,14.0
11,13,0.9451499999999997,11.45,0.03663505834579767,2.132486811213612,0.817,7.0,0.967,15.0
12,6,0.9644499999999999,11.9,0.008108483212044021,1.3,0.933,7.0,0.967,13.0
13,15,0.9619500000000001,12.1,0.01602334234796222,0.6244997998398398,0.9,11.0,0.967,14.0
14,11,0.967,11.95,0.0,0.58949130612758,0.967,11.0,0.967,14.0
15,12,0.9627499999999998,11.7,0.010582414658290398,0.640312423743285,0.933,10.0,0.967,13.0
16,13,0.9635999999999998,11.4,0.008668333173107721,0.58309518948453,0.933,10.0,0.967,12.0
17,7,0.9636499999999998,11.2,0.011323758210064351,0.4,0.917,11.0,0.967,12.0
18,11,0.9661,11.1,0.008354040938372262,0.4358898943540673,0.933,10.0,0.983,12.0
19,9,0.9644999999999999,11.05,0.010897247358851666,0.21794494717703364,0.917,11.0,0.967,12.0
20,10,0.9635999999999999,11.1,0.008668333173107725,0.4358898943540673,0.933,10.0,0.967,12.0
