sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,label
0.4885447,0.6871495,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,0
0.4885447,0.6871495,0.4592516,0.4450134,0.5564101,0.4227085,0.3914183,0
0.4885447,0.6871495,0.4592516,0.537175,0.5564101,0.4227085,0.4959617,0
0.4885447,0.6871495,0.4592516,0.4366061,0.5564101,0.4227085,0.3602594,0
0.4885447,0.7383119,0.4592516,0.4366061,0.5564101,0.4227085,0.4879613,0
0.4885447,0.705999,0.4592516,0.5155035,0.5564101,0.4227085,0.3602594,0
0.4885447,0.6871495,0.4592516,0.4178868,0.546378,0.4227085,0.360411,0
0.4885447,0.6871495,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,0
0.4885447,0.6871495,0.4592516,0.4452069,0.5564101,0.4227085,0.4879613,0
0.4885447,0.7383119,0.4592516,0.4178868,0.5564101,0.4227085,0.4879613,0
0.4885447,0.7383119,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,1
0.4885447,0.7383119,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,1
0.4885447,0.7383119,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,1
0.4885447,0.7383119,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,1
0.4885447,0.7383119,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,1
0.4885447,0.7383119,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,1
0.4885447,0.7383119,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,1
0.4885447,0.7383119,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,1
0.4885447,0.7383119,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,1
0.4885447,0.7383119,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,1
0.3615321,0.7383119,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,2
0.4048291,0.7194058,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,2
0.4885447,0.6871495,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,2
0.3795199,0.7383119,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,2
0.4714068,0.7025542,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,2
0.4806402,0.7229175,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,2
0.3615321,0.7383119,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,2
0.4885447,0.6872526,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,2
0.3654853,0.7383119,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,2
0.4885447,0.7383119,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,2
0.4885447,0.7383119,0.4592516,0.4178868,0.4414628,0.4227085,0.3602594,3
0.4885447,0.7383119,0.4592516,0.4178868,0.4414628,0.4227085,0.3602594,3
0.4885447,0.7383119,0.4592516,0.4178868,0.4414628,0.4227085,0.3602594,3
0.4885447,0.7194058,0.4592516,0.4178868,0.453349,0.4227085,0.4938064,3
0.4885447,0.7383119,0.4592516,0.4178868,0.4414628,0.4227085,0.3602594,3
0.4885447,0.7383119,0.4592516,0.4178868,0.4414628,0.4227085,0.3602594,3
0.4885447,0.7383119,0.4592516,0.4178868,0.4414628,0.4227085,0.3602594,3
0.4885447,0.7383119,0.4592516,0.4178868,0.4414628,0.4227085,0.3602594,3
0.4885447,0.7383119,0.4592516,0.4178868,0.4414628,0.4227085,0.3602594,3
0.4885447,0.7383119,0.4592516,0.4178868,0.4672558,0.4227085,0.4571082,3
0.4885447,0.6871495,0.4592516,0.5240276,0.5562623,0.4227085,0.4959617,4
0.3615321,0.6871495,0.4592516,0.4452069,0.5564101,0.4227085,0.4959617,4
0.4885447,0.6871495,0.4592516,0.4412065,0.4785546,0.4227085,0.4959617,4
0.4885447,0.6871495,0.4592516,0.4412065,0.4785546,0.4227085,0.4959617,4
0.4885447,0.6871495,0.4592516,0.4452069,0.5541466,0.4227085,0.4959617,4
0.4885447,0.6871495,0.4592516,0.4743094,0.5562623,0.4227085,0.4959617,4
0.4885447,0.6871495,0.4592516,0.4452069,0.5541466,0.4227085,0.4959617,4
0.4885447,0.6871495,0.4592516,0.537175,0.5564101,0.4227085,0.4959617,4
0.4885447,0.6871495,0.4592516,0.4452069,0.5541466,0.4227085,0.4959617,4
0.4885447,0.6871495,0.4592516,0.537175,0.5562623,0.4227085,0.4959617,4
0.4885447,0.6871495,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,5
0.4885447,0.6871495,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,5
0.4885447,0.6871495,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,5
0.4885447,0.6871495,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,5
0.4885447,0.6871495,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,5
0.4885447,0.6871495,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,5
0.4885447,0.6871495,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,5
0.4885447,0.6871495,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,5
0.4885447,0.6871495,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,5
0.4885447,0.6871495,0.4592516,0.5390018,0.5564101,0.4227085,0.4959617,5
