sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,label
0.6615285,0.5566857,0.6294762,0.6147373,0.4847443,0.440848,0.5079229,0.4877376,0.3407929,0
0.6615285,0.5483084,0.6294762,0.5202253,0.4471608,0.440848,0.4176308,0.3486597,0.3407929,0
0.6615285,0.5483084,0.6294762,0.5202253,0.4847443,0.5291132,0.4176308,0.3513805,0.3407929,0
0.6615285,0.5492089,0.6294762,0.5296988,0.3447146,0.5461351,0.4176308,0.3486597,0.3407929,0
0.6615285,0.5483084,0.6294762,0.5202253,0.4847443,0.5461351,0.4176308,0.4877376,0.3407929,0
0.6615285,0.5483084,0.6294762,0.5202253,0.3654056,0.440848,0.4176308,0.3986588,0.3407929,0
0.6615285,0.5647765,0.6294762,0.6147373,0.4583785,0.5461351,0.4176308,0.4877376,0.3407929,0
0.6615285,0.5483084,0.6294762,0.6147373,0.4847443,0.5461351,0.4176308,0.3647446,0.3407929,0
0.6615285,0.5483084,0.6294762,0.6147373,0.4847443,0.5461351,0.4176308,0.4877376,0.3407929,0
0.6615285,0.5492089,0.6294762,0.5874648,0.3447146,0.5291132,0.4176308,0.4767832,0.3407929,0
0.7195423,0.6355932,0.6294762,0.6147373,0.4847443,0.4276083,0.4176308,0.409318,0.3407929,1
0.7195423,0.6355932,0.6958203,0.6147373,0.4847443,0.5461351,0.5235435,0.4877376,0.3407929,1
0.7195423,0.6355932,0.6958203,0.6147373,0.4847443,0.5461351,0.5388417,0.4877376,0.3407929,1
0.7195423,0.6355932,0.6958203,0.6147373,0.4847443,0.5272412,0.417635,0.4877376,0.3407929,1
0.7195423,0.6355932,0.6351201,0.6147373,0.4847443,0.4276083,0.4176308,0.4877376,0.3407929,1
0.7195423,0.6355932,0.6958203,0.6147373,0.4847443,0.5461351,0.5388417,0.4877376,0.3407929,1
0.7195423,0.6355932,0.6958203,0.6147373,0.4847443,0.5461351,0.5388417,0.4877376,0.3407929,1
0.7195423,0.6355932,0.6294762,0.6147373,0.4847443,0.4283241,0.4176308,0.4877376,0.3407929,1
0.7195423,0.6355932,0.6958203,0.6147373,0.4847443,0.5461351,0.5388417,0.4877376,0.3407929,1
0.7195423,0.6355932,0.6958203,0.6147373,0.4847443,0.5461351,0.5066633,0.4877376,0.3407929,1
0.7195423,0.6355932,0.6958203,0.6147373,0.3455772,0.4276083,0.4176308,0.4877376,0.3407929,2
0.7195423,0.5483084,0.6294762,0.6147373,0.4733332,0.4276083,0.4176308,0.4877376,0.3407929,2
0.7195423,0.5483084,0.6294762,0.6147373,0.3447146,0.4276083,0.4176308,0.4877376,0.3407929,2
0.7195423,0.5483084,0.6294762,0.6147373,0.4847443,0.4276083,0.4176308,0.4877376,0.3407929,2
0.7195423,0.5483084,0.6294762,0.6147373,0.3689744,0.4276083,0.4301746,0.4877376,0.3407929,2
0.7195423,0.5483084,0.6294762,0.6147373,0.3951514,0.4276083,0.4176308,0.4877376,0.3407929,2
0.7195423,0.5483084,0.6294762,0.6147373,0.3482747,0.4276083,0.4176308,0.4877376,0.3407929,2
0.7195423,0.5483084,0.6294762,0.6147373,0.3951514,0.4276083,0.4176308,0.4877376,0.3407929,2
0.7195423,0.5483084,0.6294762,0.6147373,0.3459644,0.4276083,0.4176308,0.4877376,0.3407929,2
0.7195423,0.5483084,0.6294762,0.6147373,0.4847443,0.4276083,0.4176308,0.4877376,0.3407929,2
0.7195423,0.6355932,0.6294762,0.5202253,0.4847443,0.4276083,0.4176308,0.3486597,0.3407929,3
0.7195423,0.6355932,0.6294762,0.5202253,0.4847443,0.4675386,0.4176308,0.3486597,0.3407929,3
