sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,label
0.5208447,0.6298249,0.625106,0.5345757,0.5496351,0.4818055,0.4415442,0.4884975,0.3953179,0.4664906,0.4720133,3
0.5208447,0.6298249,0.625106,0.5345757,0.4323077,0.4818055,0.5564915,0.4884975,0.3953179,0.5750058,0.4720133,3
0.5208447,0.6298249,0.625106,0.5345757,0.4323077,0.4818055,0.5564915,0.4884975,0.3953179,0.5750058,0.4720133,3
0.5208447,0.6298249,0.625106,0.5345757,0.4323077,0.4818055,0.5542021,0.4884975,0.3953179,0.5750058,0.4720133,3
0.5208447,0.6298249,0.625106,0.5345757,0.4323077,0.4818055,0.5564915,0.4884975,0.3953179,0.5750058,0.4720133,3
0.5208447,0.6298249,0.625106,0.5345757,0.4323077,0.4818055,0.49879,0.4884975,0.3953179,0.5750058,0.4720133,3
0.5208447,0.6298249,0.625106,0.5345757,0.4323077,0.4818055,0.4517064,0.4884975,0.3953179,0.5750058,0.4720133,3
0.4212304,0.6298249,0.625106,0.5345757,0.5496351,0.4818055,0.5564915,0.4884975,0.5222488,0.5750058,0.4720133,4
0.3934155,0.6298249,0.625106,0.5345757,0.5496351,0.4818055,0.5564915,0.4884975,0.4328551,0.5750058,0.4720133,4
0.5208447,0.6298249,0.625106,0.5345757,0.5496351,0.4818055,0.5564915,0.4884975,0.4328551,0.5750058,0.3958292,4
0.5208447,0.6298249,0.625106,0.5345757,0.5496351,0.4818055,0.5564915,0.4884975,0.4328551,0.5750058,0.4418519,4
0.5208447,0.6298249,0.625106,0.5345757,0.5496351,0.4818055,0.5564915,0.4884975,0.4328551,0.5750058,0.4720133,4
0.5208447,0.6298249,0.625106,0.5345757,0.5496351,0.4818055,0.5564915,0.4884975,0.5222488,0.5750058,0.4720133,4
0.5208447,0.6298249,0.625106,0.5345757,0.5496351,0.4818055,0.5564915,0.4884975,0.4328551,0.5750058,0.4720133,4
0.5208447,0.5404482,0.625106,0.5345757,0.5496351,0.4818055,0.5564915,0.4884975,0.5222488,0.5750058,0.4720133,4
0.5208447,0.6298249,0.625106,0.5345757,0.5496351,0.4818055,0.5564915,0.4884975,0.4328551,0.5750058,0.4720133,4
0.5208447,0.6298249,0.625106,0.5345757,0.5496351,0.4818055,0.5564915,0.4884975,0.5222488,0.5750058,0.4090176,4
0.5208447,0.5404482,0.625106,0.625376,0.5496351,0.4818055,0.4415442,0.4884975,0.5222488,0.4664906,0.4720133,5
0.5208447,0.5404482,0.625106,0.625376,0.5496351,0.4818055,0.4415442,0.4884975,0.5222488,0.4664906,0.4720133,5
0.5208447,0.5404482,0.625106,0.625376,0.5496351,0.4818055,0.4415442,0.4884975,0.5222488,0.4664906,0.4720133,5
0.5208447,0.5404482,0.625106,0.625376,0.5496351,0.4818055,0.4415442,0.4884975,0.5222488,0.4664906,0.4720133,5
0.5208447,0.5404482,0.625106,0.625376,0.5496351,0.4818055,0.4415442,0.4884975,0.5222488,0.4664906,0.4720133,5
0.5208447,0.5404482,0.625106,0.625376,0.5496351,0.4818055,0.4415442,0.4884975,0.5222488,0.4664906,0.4720133,5
0.5208447,0.5404482,0.625106,0.625376,0.5496351,0.4818055,0.4415442,0.4884975,0.5222488,0.4664906,0.4720133,5
0.5208447,0.5404482,0.625106,0.625376,0.5496351,0.4818055,0.4415442,0.4884975,0.5222488,0.4664906,0.4720133,5
0.5208447,0.5404482,0.625106,0.625376,0.5496351,0.4818055,0.4415442,0.4884975,0.5222488,0.4664906,0.4720133,5
0.5208447,0.5404482,0.625106,0.625376,0.5496351,0.4818055,0.4415442,0.4884975,0.5222488,0.4664906,0.4720133,5
