sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,label
0.6360521,0.6902908,0.5910622,0.5495368,0.5708512,0,0.468778,0.4055505,0.4386549,0.4003642,0
0.6360521,0.6220465,0.5910622,0.5495368,0.5708512,0,0.3978526,0.5298244,0.4386549,0.4003642,0
0.5824465,0.6220465,0.4882437,0.5495368,0.4607314,0,0.468778,0.5298244,0.4386549,0.5259905,0
0.5756259,0.6220465,0.5910622,0.5495368,0.5708512,0,0.4610393,0.5298244,0.4386549,0.5259905,0
0.6360521,0.6902908,0.4934947,0.5495368,0.4711259,0,0.468778,0.5298244,0.4386549,0.5259905,0
0.5489284,0.6220465,0.5910622,0.5495368,0.5708512,0,0.4597929,0.5298244,0.4386549,0.4702826,0
0.5489284,0.6220465,0.5910622,0.5495368,0.5708512,0,0.468778,0.5298244,0.4386549,0.5259905,0
0.5824465,0.6220465,0.4882437,0.5495368,0.4986487,0,0.468778,0.5298244,0.4386549,0.4050891,0
0.5489284,0.6220465,0.4882437,0.5495368,0.5708512,0,0.468778,0.5298244,0.4386549,0.4003642,0
0.5489284,0.6220465,0.50737,0.5495368,0.5639765,0,0.3288449,0.5298244,0.4386549,0.5096107,0
0.6360521,0.6902908,0.5910622,0.6365302,0.5708512,0,0.468778,0.4055505,0.4386549,0.4003642,1
0.6360521,0.6902908,0.5910622,0.6365302,0.5708512,0,0.468778,0.5298244,0.4386549,0.5259905,1
0.6360521,0.6902908,0.5910622,0.6365302,0.5708512,0,0.468778,0.5298244,0.4386549,0.5259905,1
0.6360521,0.6902908,0.5910622,0.5981342,0.5708512,0,0.468778,0.5298244,0.4386549,0.4339156,1
0.6360521,0.6902908,0.5910622,0.6365302,0.5708512,0,0.468778,0.4055505,0.4386549,0.4003642,1
0.6360521,0.6902908,0.5910622,0.6365302,0.5708512,0,0.468778,0.5298244,0.4386549,0.5259905,1
0.6360521,0.6902908,0.5910622,0.6365302,0.5708512,0,0.468778,0.5298244,0.444234,0.5259905,1
0.6360521,0.6902908,0.5910622,0.5502442,0.5708512,0,0.468778,0.433018,0.4386549,0.4014965,1
0.6360521,0.6902908,0.5910622,0.6365302,0.5708512,0,0.468778,0.5298244,0.4386549,0.5259905,1
0.6360521,0.6902908,0.5910622,0.6365302,0.5708512,0,0.468778,0.5298244,0.4457271,0.5259905,1
0.6360521,0.6902908,0.4904574,0.6365302,0.5708512,0,0.4620057,0.4055505,0.4386549,0.5259905,2
0.5489284,0.6902908,0.4882437,0.5495368,0.5708512,0,0.468778,0.4308776,0.4386549,0.4506701,2
0.5489284,0.6902908,0.4882437,0.5781493,0.5708512,0,0.3915925,0.4055505,0.4386549,0.5259905,2
0.5489284,0.6902908,0.4882437,0.5495368,0.5708512,0,0.468778,0.4601288,0.4386549,0.4003642,2
0.5489284,0.6902908,0.4882437,0.5495368,0.5708512,0,0.468778,0.4055512,0.4386549,0.4003642,2
0.5489284,0.6902908,0.4882437,0.5495368,0.5708512,0,0.468778,0.4059257,0.4386549,0.4056571,2
0.5489284,0.6902908,0.4882437,0.5495368,0.5708512,0,0.468778,0.4055505,0.4386549,0.4140427,2
0.5489284,0.6902908,0.4882437,0.5495368,0.5708512,0,0.468778,0.4100666,0.4386549,0.4003642,2
0.5489284,0.6902908,0.4882437,0.5495368,0.5708512,0,0.468778,0.4055512,0.4386549,0.4051719,2
0.5489284,0.6902908,0.4882437,0.5495368,0.5708512,0,0.468778,0.5111895,0.4386549,0.401196,2
0.6360521,0.6220465,0.5910622,0.5495368,0.4607314,0,0.468778,0.4055505,0.4386549,0.4003642,3
0.6360521,0.6220465,0.5910622,0.5495368,0.4607314,0,0.468778,0.4055505,0.4386549,0.4003642,3
0.6360521,0.6220465,0.5910622,0.5495368,0.4607314,0,0.468778,0.5298244,0.4386549,0.4003642,3
0.6360521,0.6220465,0.5910622,0.5495368,0.4607314,0,0.468778,0.4396364,0.4386549,0.4941405,3
0.6360521,0.6220465,0.5910622,0.5495368,0.4607314,0,0.468778,0.4205754,0.4386549,0.4003642,3
0.6360521,0.6220465,0.5910622,0.5495368,0.4607314,0,0.468778,0.4205754,0.4386549,0.4003642,3
0.6360521,0.6220465,0.5910622,0.5495368,0.4607314,0,0.468778,0.4055505,0.4386549,0.4003642,3
0.6360521,0.6238168,0.5910622,0.5495368,0.4607314,0,0.468778,0.5298244,0.4386549,0.4003642,3
0.6360521,0.6220465,0.5910622,0.5495368,0.4607314,0,0.468778,0.4059521,0.4386549,0.4029583,3
0.6360521,0.6220465,0.5910622,0.5495368,0.4607314,0,0.468778,0.4055505,0.4386549,0.4029583,3
0.5489284,0.6220465,0.5910622,0.5495368,0.4607314,0,0.468778,0.5298244,0.4386549,0.4761475,4
0.5489284,0.6220465,0.5910622,0.5495368,0.4607314,0,0.468778,0.5298244,0.4386549,0.4003642,4
0.5489284,0.6220465,0.5910622,0.5495368,0.4607314,0,0.468778,0.5298244,0.4386549,0.4702826,4
0.5489284,0.6220465,0.5910622,0.5495368,0.4607314,0,0.468778,0.5298244,0.4386549,0.4821501,4
0.5489284,0.6220465,0.5910622,0.5495368,0.4607314,0,0.468778,0.5298244,0.4386549,0.4811028,4
0.5489284,0.6220465,0.5910622,0.5495368,0.4607314,0,0.468778,0.5298244,0.4386549,0.4927067,4
0.5489284,0.6220465,0.5910622,0.5495368,0.4607314,0,0.468778,0.5298244,0.4386549,0.4791728,4
0.5489284,0.6220465,0.4882437,0.5495368,0.4607314,0,0.3234293,0.5298244,0.4386549,0.4003642,4
0.5490517,0.6220465,0.5910622,0.5495368,0.4607314,0,0.468778,0.5298244,0.4386549,0.4821501,4
0.5489284,0.6220465,0.5910622,0.5495368,0.4607314,0,0.468778,0.5298244,0.4386549,0.4003642,4
0.5489284,0.6220465,0.4882437,0.5495368,0.5708512,0,0.468778,0.5298244,0.4386549,0.5259905,5
0.5489284,0.6220465,0.4882437,0.5495368,0.5708512,0,0.468778,0.5138361,0.4386549,0.5259905,5
0.5489284,0.6220465,0.4882437,0.5495368,0.5708512,0,0.468778,0.5138361,0.4386549,0.5259905,5
0.5489284,0.6220465,0.4882437,0.5495368,0.5708512,0,0.468778,0.4227961,0.4386549,0.5259905,5
0.5489284,0.6220465,0.4882437,0.5495368,0.5708512,0,0.468778,0.4227961,0.4386549,0.5259905,5
0.5489284,0.6220465,0.4882437,0.5495368,0.5708512,0,0.468778,0.4055505,0.4386549,0.5259905,5
0.5489284,0.6220465,0.4882437,0.5495368,0.5708512,0,0.468778,0.4201387,0.4386549,0.5259905,5
0.5489284,0.6220465,0.4882437,0.5495368,0.5708512,0,0.468778,0.4055505,0.4386549,0.5259905,5
0.5489284,0.6220465,0.4882437,0.5495368,0.5708512,0,0.468778,0.4201387,0.4386549,0.5259905,5
