sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,label
0.5470218,0.6452588,0.4552636,0.5786378,0.5040734,0.4378375,0.5122031,0
0.4287942,0.6761938,0.4552636,0.4713979,0.5040734,0.4378375,0.5122031,0
0.5470218,0.6761938,0.4250598,0.5786378,0.5040734,0.4378375,0.5122031,0
0.5470218,0.6761938,0.3050441,0.5786378,0.5040734,0.4375434,0.3820243,0
0.5470218,0.6761938,0.3050441,0.5786378,0.5040734,0.4378375,0.3820243,0
0.5470218,0.6531245,0.3050441,0.5786378,0.4171643,0.4378375,0.3820243,0
0.5470218,0.6761938,0.3050441,0.5786378,0.5040734,0.4378375,0.3820243,0
0.5470218,0.6761938,0.305525,0.5786378,0.5040734,0.4378375,0.4451363,0
0.5470218,0.6086155,0.3050441,0.5786378,0.5040734,0.4378375,0.3820243,0
0.5470218,0.6761938,0.3050441,0.5786378,0.5040734,0.4378375,0.3820243,0
0.5470218,0.6761938,0.3288647,0.5786378,0.5040734,0.4378375,0.5122031,1
0.5470218,0.6761938,0.3674131,0.5786378,0.5040734,0.4378375,0.5122031,1
0.5470218,0.6761938,0.3170837,0.5786378,0.5040734,0.4378375,0.5122031,1
0.5470218,0.6761938,0.3050441,0.5786378,0.5040734,0.4378375,0.5122031,1
0.5470218,0.6761938,0.3288647,0.5786378,0.5040734,0.4378375,0.5122031,1
0.5470218,0.6761938,0.3288647,0.5786378,0.5040734,0.4378375,0.5122031,1
0.5470218,0.6761938,0.3050441,0.5786378,0.5040734,0.4378375,0.5122031,1
0.5470218,0.6761938,0.3050441,0.5786378,0.5040734,0.4378375,0.4436138,1
0.5470218,0.6761938,0.3050441,0.5786378,0.5040734,0.4378375,0.5122031,1
0.5470218,0.6761938,0.4552636,0.5786378,0.5040734,0.4378375,0.5122031,1
0.5256381,0.6029773,0.3288647,0.5786378,0.3711665,0.4378375,0.5122031,2
0.4415416,0.6029773,0.3050441,0.5786378,0.3752527,0.4378375,0.4604936,2
0.4287942,0.6029773,0.4552636,0.5786378,0.3716598,0.4378375,0.5122031,2
0.4287942,0.6029773,0.3145562,0.5786378,0.4254571,0.4378375,0.5122031,2
0.4287942,0.6029773,0.3050441,0.5786378,0.3716598,0.4378375,0.5122031,2
0.5470218,0.6029773,0.3050441,0.5786378,0.3722682,0.4378375,0.4449047,2
0.5470218,0.6029773,0.3050441,0.5786378,0.3711665,0.4378375,0.5122031,2
0.4287942,0.6029773,0.3145562,0.5786378,0.4641201,0.4378375,0.5097294,2
0.5221289,0.6029773,0.3050441,0.5786378,0.3711665,0.4378375,0.5122031,2
0.5213432,0.6029773,0.3050441,0.5786378,0.5040734,0.4378375,0.4449047,2
0.5470218,0.6761938,0.4552636,0.4713979,0.5040734,0.4378375,0.3820243,3
0.5470218,0.6761938,0.4552636,0.4713979,0.5040734,0.4378375,0.3820243,3
0.5470218,0.6761938,0.3050441,0.4729049,0.5040734,0.4378375,0.3820243,3
0.5470218,0.6598909,0.4552636,0.4713979,0.5040734,0.4378375,0.3820243,3
0.5470218,0.6761938,0.3192891,0.4713979,0.5040734,0.4378375,0.3820243,3
0.5470218,0.6761938,0.4552636,0.4713979,0.5040734,0.4378375,0.3820243,3
0.5470218,0.6761938,0.3285171,0.4713979,0.5040734,0.4378375,0.3820243,3
0.5470218,0.6761938,0.3858443,0.5279429,0.5040734,0.4378375,0.3820243,3
0.5470218,0.6761938,0.3864852,0.4729049,0.5040734,0.4378375,0.3820243,3
0.5470218,0.6761938,0.4552636,0.4713979,0.5040734,0.4378375,0.3820243,3
0.4524492,0.6029773,0.4250598,0.5628397,0.5040734,0.4378375,0.4451363,4
0.5470218,0.6029773,0.3288647,0.5628397,0.5040734,0.4378375,0.3850731,4
0.4542923,0.6029773,0.3288647,0.489856,0.5040734,0.4378375,0.3850731,4
0.5470218,0.6029773,0.3288647,0.489856,0.5040734,0.4378375,0.3850731,4
0.5470218,0.6029773,0.3288647,0.5319267,0.5040734,0.4378375,0.3850731,4
0.5470218,0.6029773,0.4250598,0.5628397,0.5040734,0.4378375,0.4451363,4
0.5470218,0.6029773,0.3288647,0.5604839,0.5040734,0.4378375,0.3850731,4
0.5470218,0.6029773,0.4552636,0.5628397,0.3711665,0.2893078,0.5122031,4
0.5470218,0.6029773,0.3288647,0.4961081,0.5040734,0.4378375,0.3850731,4
0.5470218,0.6029773,0.4552636,0.5628397,0.5040734,0.4378375,0.4704342,4
0.5470218,0.6029773,0.4552636,0.5786378,0.5040734,0.4378375,0.5122031,5
0.5470218,0.6029773,0.4552636,0.5786378,0.5040734,0.4378375,0.5122031,5
0.5470218,0.6029773,0.4552636,0.5786378,0.5040734,0.4378375,0.5122031,5
0.5470218,0.6029773,0.4552636,0.5786378,0.5040734,0.4378375,0.5122031,5
0.5470218,0.6029773,0.4552636,0.5786378,0.5040734,0.4378375,0.5122031,5
0.5470218,0.6029773,0.4552636,0.5786378,0.5040734,0.4378375,0.5122031,5
0.5470218,0.6029773,0.4552636,0.5786378,0.5040734,0.4378375,0.5122031,5
0.5470218,0.6029773,0.4552636,0.5786378,0.5040734,0.4378375,0.5122031,5
0.5470218,0.6029773,0.4552636,0.5786378,0.5040734,0.4378375,0.5122031,5
0.5470218,0.6029773,0.4552636,0.5786378,0.5040734,0.4378375,0.5122031,5
