"[1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",7,"[0, 1, 2, 5, 6, 8, 9]"
"[1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",7,"[0, 1, 2, 5, 6, 8, 9]"
"[1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",7,"[0, 1, 2, 5, 6, 8, 9]"
"[1, 1, 1, 0, 0, 1, 1, 1, 1, 1]",8,"[0, 1, 2, 5, 6, 7, 8, 9]"
"[1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",7,"[0, 1, 2, 5, 6, 8, 9]"
"[1, 1, 1, 0, 0, 1, 1, 0, 1, 0]",6,"[0, 1, 2, 5, 6, 8]"
"[1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",7,"[0, 1, 2, 5, 6, 8, 9]"
"[1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",7,"[0, 1, 2, 5, 6, 8, 9]"
"[1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",7,"[0, 1, 2, 5, 6, 8, 9]"
"[0, 1, 1, 0, 0, 1, 1, 0, 1, 1]",6,"[1, 2, 5, 6, 8, 9]"
"[1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",7,"[0, 1, 2, 5, 6, 8, 9]"
"[1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",7,"[0, 1, 2, 5, 6, 8, 9]"
"[1, 1, 1, 0, 0, 0, 1, 0, 1, 1]",6,"[0, 1, 2, 6, 8, 9]"
"[1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",7,"[0, 1, 2, 5, 6, 8, 9]"
"[1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",7,"[0, 1, 2, 5, 6, 8, 9]"
"[1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",7,"[0, 1, 2, 5, 6, 8, 9]"
"[1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",7,"[0, 1, 2, 5, 6, 8, 9]"
"[1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",7,"[0, 1, 2, 5, 6, 8, 9]"
"[0, 1, 0, 1, 0, 1, 1, 0, 1, 1]",6,"[1, 3, 5, 6, 8, 9]"
"[1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",7,"[0, 1, 2, 5, 6, 8, 9]"
